"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",7780,23100,197
"Med. 1 Day Max",2850,5440,90.9
"Max. 3 Day Max",6870,11600,68.9
"Med. 3 Day Max",2550,3190,25.1
"Max. 7 Day Max",5120,7900,54.3
"Med. 7 Day Max",2310,2000,-13.4
"Max. 30 Day Max",3160,3410,7.91
"Med. 30 Day Max",1310,1260,-3.82
"Max. 90 Day Max",2460,2450,-0.407
"Med. 90 Day Max",1020,802,-21.4
