"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",17,0.0769,-99.5
"5% Non-Exceedance",29,10.8,-62.8
"50% Non-Exceedance",218,195,-10.6
"95% Non-Exceedance",1330,1330,0
"99% Non-Exceedance",2930,3260,11.3
"Sept. 10% Non-Exceedance",20,2.82,-85.9
