WKT,LINEARID,FULLNAME,CLASS,MTFCC
"LINESTRING (-80.224268 37.787432,-80.224131 37.787744,-80.224046 37.787954,-80.223966 37.788119,-80.223851 37.78832,-80.223692 37.788552,-80.223374 37.788967,-80.223165 37.789209,-80.222941 37.789443,-80.222702 37.789668,-80.222478 37.789851,-80.222249 37.790016,-80.222057 37.790139,-80.221807 37.790284,-80.221547 37.790416,-80.221277 37.790536,-80.221021 37.790633,-80.220694 37.790742,-80.220428 37.790819,-80.220157 37.790888,-80.219883 37.790947,-80.219561 37.791001,-80.218849 37.791094,-80.218527 37.791145,-80.218169 37.79122,-80.217886 37.79129,-80.217539 37.79139,-80.217281 37.791474,-80.217083 37.791549,-80.217027 37.79157,-80.216733 37.791702,-80.216498 37.791825,-80.216274 37.791959,-80.215914 37.792194,-80.2157 37.792355,-80.215498 37.792525,-80.215422 37.792596,-80.214832 37.793205,-80.21355 37.79461,-80.213228 37.794952,-80.211995 37.796307,-80.211333 37.797,-80.211118 37.797209,-80.210837 37.797462,-80.210544 37.797705,-80.210235 37.797941,-80.209846 37.798212,-80.20944 37.798467,-80.209089 37.798666,-80.208821 37.798807,-80.208501 37.798957,-80.208172 37.799094,-80.207757 37.799248,-80.20728 37.799408,-80.206797 37.799552,-80.206601 37.799606,-80.206053 37.799745,-80.20531 37.799914,-80.204639 37.80008,-80.203808 37.800307,-80.203316 37.800457,-80.20283 37.80062,-80.202352 37.800797,-80.200402 37.801589,-80.199344 37.802024,-80.199146 37.802114,-80.196591 37.803164,-80.196064 37.803394,-80.195461 37.803675,-80.195229 37.803802,-80.194894 37.804007,-80.194681 37.804154,-80.194425 37.804346,-80.194208 37.804536,-80.194154 37.804584,-80.193898 37.804832,-80.193655 37.805088,-80.19326 37.80556,-80.193003 37.80587,-80.192148 37.806913,-80.191817 37.807364,-80.191512 37.807778,-80.190922 37.808518,-80.190285 37.809244,-80.189052 37.810755,-80.187724 37.812396,-80.187519 37.812619,-80.1873 37.812832,-80.187052 37.813046,-80.186794 37.81325,-80.186489 37.813471,-80.186173 37.813682,-80.18593 37.813813,-80.185556 37.813995,-80.185234 37.814134,-80.184904 37.814261,-80.184559 37.814375,-80.184277 37.814457,-80.18392 37.814548,-80.183445 37.814638,-80.183272 37.814663,-80.182843 37.814735,-80.182419 37.814823,-80.18189 37.814953,-80.181674 37.815015,-80.181409 37.815104,-80.181203 37.815185,-80.180953 37.815297,-80.180819 37.815367,-80.18066 37.815449,-80.180401 37.815592,-80.180154 37.815747,-80.179848 37.815962,-80.179662 37.81611,-80.179489 37.816267,-80.178799 37.816995,-80.178074 37.817742,-80.177796 37.818001,-80.177504 37.818251,-80.177198 37.81849,-80.176973 37.818648,-80.17668 37.818843,-80.176376 37.819026,-80.176188 37.819131,-80.175634 37.819418,-80.174649 37.819903,-80.173509 37.820493,-80.173271 37.820632,-80.173044 37.820782,-80.172829 37.820943,-80.172316 37.821376,-80.17188 37.821788,-80.171628 37.822012,-80.171416 37.822183,-80.17114 37.822388,-80.170851 37.822582,-80.170612 37.822729,-80.170304 37.822903,-80.170117 37.822993,-80.169799 37.823132,-80.169472 37.823259,-80.169138 37.823372,-80.168797 37.823472,-80.16845 37.823558,-80.168098 37.82363,-80.167868 37.823659,-80.167522 37.823692,-80.167483 37.823696,-80.167096 37.823718,-80.166708 37.823726,-80.166321 37.823718,-80.166029 37.823701,-80.16569 37.823665,-80.165353 37.823616,-80.164954 37.823538,-80.164692 37.823476,-80.164369 37.823386,-80.163866 37.823197,-80.163538 37.823061,-80.163215 37.822917,-80.162819 37.822726,-80.162586 37.822605,-80.161702 37.822176,-80.16062 37.821691,-80.159545 37.821247,-80.158749 37.82093,-80.15793 37.820617,-80.157743 37.820541,-80.157378 37.820374,-80.157084 37.820221,-80.1568 37.820057,-80.156506 37.819849,-80.155944 37.819423,-80.1557 37.819261,-80.155496 37.81914,-80.15518 37.818971,-80.155019 37.818892,-80.154745 37.818769,-80.154463 37.818659,-80.154173 37.818561,-80.153882 37.818476,-80.153528 37.818392,-80.153228 37.818337,-80.152976 37.818301,-80.152725 37.818273,-80.152696 37.81827,-80.152243 37.818237,-80.151844 37.81824,-80.151446 37.818259,-80.150283 37.818358,-80.150029 37.818374,-80.149647 37.81838,-80.149258 37.818366,-80.148976 37.818346,-80.148555 37.818298,-80.14642 37.817963,-80.146107 37.817928,-80.145793 37.817906,-80.145477 37.817899,-80.144935 37.817899,-80.144457 37.817913,-80.142296 37.818044,-80.141898 37.818053,-80.141499 37.818049,-80.141101 37.818031,-80.140629 37.81799,-80.14016 37.817934,-80.139694 37.817864,-80.139058 37.817741,-80.137702 37.817464,-80.137209 37.817378,-80.136182 37.817158,-80.135167 37.816965,-80.134304 37.816783,-80.132762 37.816447,-80.129294 37.815747,-80.127995 37.815505,-80.127718 37.815456,-80.127268 37.815376,-80.126925 37.815328,-80.126592 37.815292,-80.126257 37.815271,-80.125921 37.815264,-80.124856 37.815283,-80.124695 37.815292,-80.124292 37.815324,-80.123972 37.81536,-80.123574 37.815418,-80.123152 37.81549,-80.12288 37.815546,-80.122612 37.815611,-80.122282 37.815705,-80.121233 37.81604,-80.120108 37.816429,-80.11829 37.817073,-80.117467 37.817362,-80.116442 37.817713,-80.115707 37.817934,-80.115371 37.818017,-80.115296 37.818035,-80.114848 37.818125,-80.114396 37.818201,-80.114046 37.818247,-80.113624 37.818289,-80.113201 37.818317,-80.112776 37.818331,-80.112542 37.818333,-80.111948 37.818325,-80.11163 37.818311,-80.111568 37.818306,-80.111234 37.81828,-80.110766 37.818225,-80.110322 37.818159,-80.110029 37.818103,-80.106911 37.817358,-80.106637 37.817292,-80.106574 37.817277,-80.106224 37.817204,-80.105593 37.817087,-80.105186 37.817031,-80.104772 37.816992,-80.104164 37.816946,-80.10383 37.816937,-80.103495 37.816943,-80.102578 37.816987,-80.101439 37.817054,-80.100955 37.817096,-80.10047 37.817123,-80.099983 37.817135,-80.099497 37.817134,-80.098777 37.817113,-80.098156 37.817079,-80.097661 37.817041,-80.096918 37.816961,-80.095171 37.816743,-80.09316 37.816483,-80.090691 37.816175,-80.089003 37.815977,-80.08733 37.815813,-80.085492 37.815666,-80.081561 37.815419,-80.078825 37.815262,-80.07863 37.81525,-80.076794 37.815138,-80.07587 37.815072,-80.075569 37.815036,-80.075272 37.814985,-80.074755 37.814875,-80.074486 37.814808,-80.07422 37.814733,-80.073893 37.814628,-80.073627 37.814537,-80.073302 37.814412,-80.072986 37.814273,-80.072556 37.814061,-80.071212 37.813397,-80.070846 37.813216,-80.066083 37.810857,-80.065478 37.810564,-80.064995 37.810316,-80.064568 37.81011,-80.063649 37.809649,-80.062201 37.808941,-80.062118 37.8089,-80.062026 37.808855,-80.061719 37.808705)","110834665634","60",U,S1100
"LINESTRING (-77.170001 38.895035,-77.169806 38.894896,-77.169754 38.894856,-77.169568 38.894716,-77.16904 38.894286,-77.168805 38.894094,-77.168644 38.893962,-77.168164 38.893567,-77.168004 38.893436,-77.167973 38.893409,-77.16788 38.893333,-77.16785 38.893309,-77.167826 38.893289,-77.167755 38.893229,-77.167473 38.89299,-77.167379 38.892911,-77.167167 38.892732,-77.166532 38.892197,-77.166321 38.892019,-77.166247 38.891957,-77.166024 38.891771,-77.165951 38.891709,-77.165872 38.891642,-77.165635 38.891444,-77.165556 38.891378,-77.165376 38.891223,-77.165205 38.891079,-77.164777 38.890725,-77.164418 38.890434,-77.164142 38.890201,-77.16379 38.889907,-77.163725 38.889852,-77.16353 38.889692,-77.163467 38.889639,-77.163224 38.889438,-77.163051 38.889294,-77.162868 38.889136,-77.162637 38.888956,-77.162491 38.88885,-77.162237 38.888667,-77.16209 38.88856,-77.162058 38.888538,-77.16178 38.888348,-77.1615 38.888175,-77.161366 38.888092,-77.161312 38.888059,-77.161252 38.888024,-77.161014 38.887885,-77.160949 38.887847,-77.160542 38.887631,-77.160171 38.887448,-77.160096 38.887414,-77.159786 38.88727,-77.159705 38.887233,-77.159384 38.887102,-77.159101 38.886992,-77.158958 38.886937,-77.157621 38.886461,-77.15701 38.886254,-77.15631 38.886018,-77.155883 38.885874,-77.155665 38.885797,-77.155091 38.885596,-77.153731 38.88513,-77.153088 38.884909,-77.152887 38.88484,-77.152722 38.884783,-77.152285 38.884637,-77.152085 38.88457,-77.152001 38.884541,-77.151977 38.884534,-77.151752 38.884459,-77.151669 38.884432,-77.151524 38.884384,-77.151088 38.884236,-77.150943 38.884187,-77.150317 38.883973,-77.14844 38.883337,-77.148222 38.883264,-77.147814 38.883128,-77.147485 38.883019,-77.147274 38.882949,-77.146503 38.882681,-77.146177 38.88257,-77.145834 38.882452,-77.144808 38.8821,-77.144466 38.881983,-77.143367 38.881606,-77.140929 38.88077,-77.140104 38.880491,-77.14007 38.880479,-77.138976 38.880096,-77.138616 38.879979,-77.13799 38.879798,-77.137755 38.879738,-77.13773 38.879732,-77.137205 38.879622,-77.13713 38.879607,-77.136494 38.879511,-77.136069 38.879464,-77.135468 38.879429,-77.135319 38.879424,-77.135084 38.879424,-77.134817 38.879436,-77.133862 38.879443,-77.133786 38.879444,-77.132565 38.879474,-77.132401 38.879477,-77.131912 38.879488,-77.131749 38.879493,-77.131726 38.879494,-77.131003 38.879514,-77.129975 38.879544,-77.129118 38.879553,-77.128897 38.879559,-77.128766 38.879566,-77.128476 38.879582,-77.128081 38.879623,-77.128023 38.879626,-77.127527 38.879702,-77.127398 38.879723,-77.127164 38.879772,-77.126897 38.879833,-77.126465 38.879946,-77.126262 38.880005,-77.126069 38.88007,-77.125969 38.880105,-77.125599 38.880246,-77.125587 38.880251,-77.12547 38.8803,-77.125231 38.880401,-77.125087 38.880468,-77.124961 38.880527,-77.124861 38.880572,-77.124829 38.880588,-77.124571 38.880724,-77.124475 38.880775,-77.124237 38.880901,-77.123928 38.881067,-77.123816 38.881133,-77.123528 38.881282,-77.123454 38.881323,-77.123293 38.881413,-77.122972 38.881591,-77.122243 38.88198,-77.121852 38.882214,-77.121507 38.882443,-77.12122 38.882652,-77.121091 38.882756,-77.120961 38.882868,-77.120696 38.883096,-77.120459 38.88332,-77.120287 38.8835,-77.120066 38.883755,-77.119869 38.884001,-77.119692 38.884236,-77.119385 38.884644,-77.119353 38.88469,-77.119242 38.88485,-77.118889 38.885355,-77.11862 38.885717,-77.118251 38.886146,-77.11785 38.886524,-77.117806 38.886555,-77.117717 38.886619,-77.117433 38.886841,-77.117196 38.887008,-77.116874 38.887213,-77.116451 38.887444,-77.11638 38.887483,-77.116281 38.887529,-77.11595 38.887684,-77.115508 38.887873,-77.115351 38.887931,-77.115319 38.887941,-77.114332 38.888217,-77.114037 38.888293,-77.113605 38.888396,-77.113307 38.888463,-77.113187 38.88849,-77.112746 38.888595,-77.112281 38.8887,-77.111821 38.888814,-77.111323 38.888889,-77.108307 38.889668,-77.104229 38.890648,-77.104035 38.890702,-77.103756 38.890787,-77.103706 38.890804,-77.103523 38.890867,-77.103477 38.890885,-77.103068 38.891037,-77.102623 38.891285,-77.102228 38.891544,-77.102078 38.891665,-77.101587 38.892105,-77.101249 38.89252,-77.10099 38.892987,-77.100729 38.893518,-77.100549 38.89393,-77.100347 38.894353,-77.100185 38.894653,-77.10009 38.894812,-77.099869 38.895133,-77.099709 38.895345,-77.099533 38.895551,-77.099428 38.895658,-77.099051 38.896002,-77.099019 38.896027,-77.098935 38.896093,-77.098869 38.89614,-77.098563 38.896362,-77.09828 38.896545,-77.097992 38.896714,-77.097737 38.896848,-77.097348 38.897022,-77.097115 38.8971,-77.09698 38.897153,-77.096416 38.897356,-77.09571 38.897529,-77.094879 38.897678,-77.094565 38.897737,-77.094272 38.897772,-77.094153 38.897787,-77.093766 38.897853,-77.09346 38.897899,-77.09315 38.897947,-77.091769 38.898104,-77.091666 38.898116,-77.091199 38.898162,-77.090651 38.898227,-77.089413 38.898359,-77.088775 38.898415,-77.088581 38.898425,-77.088353 38.898429,-77.087945 38.898426,-77.087699 38.898409,-77.087291 38.898359,-77.08699 38.898308,-77.086678 38.898236,-77.086467 38.898177,-77.086261 38.89811,-77.085954 38.897995,-77.085597 38.897832,-77.085389 38.897728,-77.085204 38.897626,-77.085115 38.897582,-77.084859 38.897449,-77.084665 38.897354,-77.084117 38.897119,-77.083671 38.896971,-77.083365 38.896904,-77.083078 38.896836,-77.082697 38.896804,-77.082202 38.896788,-77.08186 38.89681,-77.081371 38.896911,-77.080847 38.897074,-77.080464 38.897208,-77.07992 38.897454,-77.079832 38.897493,-77.079264 38.89775,-77.078722 38.897984,-77.078552 38.898056,-77.078131 38.898207,-77.077672 38.898361,-77.0773 38.898464,-77.07677 38.898587,-77.076325 38.898674,-77.075997 38.898727,-77.075671 38.898765,-77.075313 38.898795,-77.07479 38.898824,-77.074329 38.898826,-77.074033 38.898823,-77.073634 38.898807,-77.072306 38.898738,-77.070767 38.898609,-77.070486 38.89859,-77.070143 38.898492,-77.069898 38.898409,-77.069572 38.898271,-77.069197 38.898054,-77.06902 38.897944,-77.068673 38.897649,-77.068433 38.897361,-77.068285 38.897143,-77.06813 38.896842,-77.068 38.896474,-77.067899 38.89615,-77.067846 38.895932,-77.067821 38.895555,-77.067807 38.895143,-77.067786 38.894909,-77.067715 38.894454,-77.067632 38.894145,-77.067557 38.893928,-77.067456 38.893707,-77.067381 38.893557,-77.067278 38.893413,-77.067173 38.893267,-77.067004 38.893065,-77.066809 38.892843,-77.066534 38.892611,-77.066448 38.892555,-77.066145 38.89236,-77.065959 38.892262,-77.065523 38.892064,-77.065435 38.892033,-77.065391 38.89202,-77.065334 38.891997,-77.065302 38.891985,-77.065122 38.891922,-77.064696 38.891852)","1104486008950","66",I,S1100
"LINESTRING (-77.085111 38.840185,-77.085241 38.840072,-77.085532 38.839829,-77.085904 38.839529,-77.086279 38.839242,-77.086536 38.839046,-77.086982 38.838738,-77.087403 38.838471,-77.087632 38.838335,-77.088506 38.837879,-77.089145 38.837558,-77.090263 38.837016,-77.090559 38.836886,-77.091178 38.836613,-77.09203 38.836278,-77.092949 38.83595,-77.093788 38.835684,-77.094576 38.83545,-77.095268 38.835259,-77.095616 38.835163,-77.095878 38.83509,-77.096667 38.834873,-77.09693 38.834801,-77.09706 38.834764,-77.097196 38.834726,-77.09745 38.834655)","110412844915","395",I,S1100
"LINESTRING (-79.94604 37.363176,-79.945219 37.363378,-79.940007 37.364665,-79.938833 37.364953,-79.93716 37.365364,-79.936641 37.365481,-79.936037 37.365609,-79.935503 37.365709,-79.934618 37.365857,-79.934213 37.365915,-79.933469 37.36601,-79.93318 37.366042,-79.932945 37.366065,-79.932444 37.366113,-79.932296 37.366127,-79.929944 37.366305,-79.929456 37.366345,-79.929054 37.366372,-79.928325 37.366443,-79.927772 37.366509,-79.927056 37.366625,-79.92645 37.366744,-79.925893 37.366869,-79.92519 37.367058,-79.924822 37.367167,-79.924391 37.367305,-79.92381 37.367512,-79.923605 37.367593,-79.923376 37.367683,-79.922936 37.367865,-79.922629 37.368002,-79.922277 37.368171,-79.921707 37.368462,-79.921442 37.368608,-79.921066 37.368829,-79.92074 37.369021,-79.919355 37.369882,-79.917745 37.370884,-79.916753 37.371496,-79.9161 37.371918,-79.915673 37.37221,-79.915357 37.372433,-79.915019 37.372684,-79.914832 37.372823,-79.914739 37.372893,-79.914437 37.373128,-79.914043 37.373448,-79.913756 37.373689,-79.913373 37.374024,-79.913001 37.374361,-79.912729 37.374618,-79.912206 37.375139,-79.911859 37.375505,-79.911529 37.375863,-79.911304 37.37612,-79.910898 37.376608,-79.910596 37.37699,-79.910307 37.377373,-79.909958 37.37786,-79.909768 37.378142,-79.909651 37.378317,-79.909521 37.378526,-79.909406 37.37871,-79.90923 37.378992,-79.90901 37.379366,-79.908619 37.380087,-79.908362 37.380617,-79.908087 37.381227,-79.906902 37.383979,-79.905453 37.387341,-79.905247 37.38784,-79.904962 37.388475,-79.904952 37.388495,-79.904911 37.388584,-79.904625 37.389194,-79.904371 37.38968,-79.904357 37.389717,-79.904316 37.389785,-79.904246 37.389917,-79.904092 37.390226,-79.903772 37.390847,-79.903219 37.391877,-79.902877 37.392489,-79.902555 37.393048,-79.901155 37.395437,-79.900151 37.397139,-79.899026 37.399047,-79.896105 37.404013,-79.895671 37.404738,-79.895493 37.405033,-79.895301 37.405335,-79.894962 37.405838,-79.894754 37.406132,-79.894539 37.406424,-79.894244 37.406809,-79.894015 37.407094,-79.893856 37.407282,-79.89354 37.407654,-79.892793 37.408485,-79.892066 37.40928,-79.890368 37.411139,-79.889624 37.411973,-79.889057 37.412622,-79.888264 37.413556,-79.884809 37.417719,-79.884258 37.418374,-79.882736 37.420223,-79.882162 37.420943,-79.881562 37.421714,-79.880901 37.422591,-79.8796 37.424356,-79.879392 37.424636,-79.877374 37.427354,-79.87656 37.428448,-79.876364 37.428717,-79.873542 37.432516,-79.8731 37.433093,-79.872656 37.433661,-79.872208 37.434216,-79.871812 37.434708,-79.871612 37.434938,-79.871065 37.435592,-79.87026 37.436516,-79.869283 37.437627,-79.869065 37.43787,-79.868883 37.438084,-79.867661 37.43947,-79.866742 37.440518,-79.866447 37.440855,-79.865148 37.442326,-79.864901 37.4426,-79.864651 37.442868,-79.864394 37.443135,-79.86413 37.443398,-79.863678 37.443829,-79.863302 37.444172,-79.862736 37.444662,-79.862687 37.444702,-79.862343 37.444984,-79.861834 37.44538,-79.861424 37.445686,-79.861112 37.44591,-79.861015 37.445978,-79.860791 37.446133,-79.86047 37.446349,-79.859818 37.446768,-79.859484 37.446974,-79.85914 37.447176,-79.858795 37.447371,-79.858444 37.447563,-79.857644 37.447986,-79.855972 37.44887,-79.855605 37.449053,-79.85508 37.449332,-79.854535 37.449624,-79.852662 37.45061,-79.852499 37.450696,-79.849852 37.452102,-79.846692 37.453767,-79.844457 37.454946,-79.8426 37.455927,-79.841883 37.456294,-79.841381 37.456536,-79.841021 37.456702,-79.840514 37.456925,-79.840141 37.457081,-79.839325 37.457406,-79.838932 37.457552,-79.83855 37.457689,-79.837894 37.457905,-79.836984 37.458196,-79.835152 37.458771,-79.833833 37.459192,-79.833515 37.459297,-79.832668 37.459576,-79.832012 37.459806,-79.831365 37.460038,-79.830079 37.460517,-79.829446 37.46076,-79.82445 37.462633,-79.823825 37.462864,-79.822006 37.463553,-79.821115 37.463883,-79.819395 37.464534,-79.818902 37.464727,-79.81844 37.464928,-79.81795 37.465149,-79.817681 37.465282,-79.81737 37.465436,-79.816922 37.465674,-79.81634 37.466003,-79.815648 37.466407,-79.81507 37.46675,-79.81462 37.467011,-79.814542 37.467058,-79.814314 37.467195,-79.813749 37.467525,-79.812575 37.468214,-79.812115 37.468476,-79.81148 37.468849,-79.811206 37.46901,-79.810764 37.469275,-79.809836 37.469785,-79.809055 37.470161,-79.808607 37.470365,-79.808132 37.470565,-79.806599 37.471163,-79.805889 37.471432,-79.804061 37.472137,-79.803576 37.47232,-79.802802 37.472628,-79.802281 37.472823,-79.801382 37.473176,-79.800486 37.473528,-79.799405 37.473934,-79.798277 37.474374,-79.7975 37.474669,-79.796698 37.474984,-79.796129 37.4752,-79.795486 37.475455,-79.793583 37.476182,-79.791692 37.476917,-79.789585 37.477728,-79.788827 37.478027,-79.788019 37.47834,-79.787697 37.478464,-79.787337 37.478611,-79.78694 37.478773,-79.785832 37.479256,-79.784695 37.47978,-79.784013 37.480106,-79.782405 37.480941,-79.781779 37.481284,-79.781421 37.481486,-79.780625 37.481945,-79.779945 37.482355,-79.779278 37.482767,-79.778632 37.483183,-79.777975 37.483623,-79.777225 37.484132,-79.77679 37.484432,-79.776276 37.484798,-79.775316 37.485455,-79.771591 37.488038,-79.77086 37.48854,-79.769347 37.489568,-79.768688 37.48999,-79.767782 37.490534,-79.767217 37.490867,-79.7664 37.491317,-79.765806 37.491635,-79.765236 37.491922,-79.764265 37.492397,-79.763185 37.492884,-79.762043 37.493353,-79.76079 37.493859,-79.758899 37.494614,-79.758003 37.494968,-79.757 37.495377,-79.756372 37.495624,-79.75596 37.495791,-79.755605 37.495935,-79.754851 37.496231,-79.753645 37.496712,-79.753138 37.496924,-79.752787 37.497085,-79.752309 37.497329,-79.751857 37.497565,-79.751613 37.497718,-79.751083 37.498071,-79.750773 37.498295,-79.750683 37.498359,-79.750577 37.498436,-79.75054 37.498453,-79.750527 37.49847,-79.750476 37.498508,-79.750432 37.498541,-79.750014 37.498892,-79.749783 37.49912,-79.749664 37.499237,-79.749325 37.499595,-79.749246 37.499686,-79.749093 37.499862,-79.748871 37.500145,-79.748663 37.500428,-79.748184 37.501052,-79.747333 37.502178,-79.746978 37.502656,-79.745252 37.504942,-79.744559 37.505853,-79.74444 37.50601,-79.7438 37.506864,-79.742509 37.508572,-79.742071 37.509144,-79.741772 37.509519,-79.741358 37.509974,-79.740917 37.510408,-79.74035 37.510908,-79.739967 37.511211,-79.739656 37.511446,-79.739341 37.511662,-79.738913 37.511935,-79.73856 37.512141,-79.737067 37.512968,-79.736495 37.513276,-79.736035 37.513533,-79.73528 37.513947,-79.735227 37.513976,-79.734551 37.514359,-79.734311 37.514488,-79.733808 37.51476,-79.733191 37.515081,-79.732472 37.515445,-79.731972 37.515691,-79.731263 37.516024,-79.730504 37.516368,-79.729743 37.51669,-79.729116 37.516949,-79.728212 37.51729,-79.727959 37.517382,-79.727809 37.517437,-79.726895 37.517762,-79.725323 37.518264,-79.723323 37.518883,-79.722391 37.519183,-79.721853 37.519346,-79.7184 37.520423,-79.717075 37.520851,-79.716409 37.521073,-79.715759 37.521299,-79.714961 37.521582,-79.713918 37.521962,-79.711925 37.522716,-79.710352 37.523308,-79.708761 37.523919,-79.707506 37.524395,-79.707237 37.524498,-79.706533 37.524765,-79.705168 37.525277,-79.705053 37.52532,-79.704805 37.525413,-79.703327 37.525973,-79.699568 37.5274,-79.698528 37.527779,-79.697611 37.528103,-79.695101 37.528947,-79.694052 37.529306,-79.693411 37.529549,-79.692765 37.529815,-79.692721 37.529834,-79.692018 37.530154,-79.691418 37.530452,-79.690477 37.530973,-79.689905 37.531321,-79.689322 37.531705,-79.689254 37.53175,-79.688619 37.532207,-79.688007 37.532689,-79.687774 37.532886,-79.687266 37.533315,-79.686582 37.533893,-79.686343 37.534097,-79.685751 37.53458,-79.685143 37.535054,-79.684597 37.535457,-79.684548 37.535492,-79.68398 37.535902,-79.683434 37.536274,-79.682874 37.536634,-79.682121 37.537151,-79.681464 37.537586,-79.679014 37.539228,-79.678707 37.539434,-79.677499 37.540223,-79.677035 37.540509,-79.676448 37.540842,-79.675885 37.541146,-79.674973 37.541577,-79.674398 37.541856,-79.673641 37.542222,-79.672286 37.542872,-79.67216 37.542931,-79.671655 37.543166,-79.670957 37.543505,-79.670833 37.543565,-79.670598 37.543686,-79.670215 37.543897,-79.669813 37.544137,-79.669526 37.544326,-79.669304 37.544485,-79.669011 37.544703,-79.668731 37.544931,-79.668465 37.54517,-79.668155 37.54548,-79.667838 37.545823,-79.667535 37.546208,-79.667294 37.546544,-79.66714 37.546779,-79.666973 37.547064,-79.666825 37.547355,-79.666495 37.5481,-79.666325 37.548561,-79.666254 37.548755,-79.666082 37.5492,-79.665994 37.549428,-79.665837 37.549865,-79.665726 37.550136,-79.665596 37.550402,-79.665484 37.550602,-79.66543 37.550698,-79.665321 37.550869,-79.665171 37.551078,-79.665006 37.551278,-79.664863 37.551433,-79.664501 37.551783,-79.663791 37.552438,-79.663636 37.552586,-79.663239 37.552949,-79.66298 37.553195,-79.66273 37.553447,-79.662432 37.55377,-79.662183 37.554059,-79.662023 37.554266,-79.660562 37.55617,-79.659999 37.556912,-79.659213 37.557983,-79.658358 37.559257,-79.657671 37.560272,-79.657264 37.560843,-79.657084 37.561072,-79.656844 37.561351,-79.656382 37.561789,-79.655319 37.562698,-79.654778 37.563172,-79.65463 37.563316,-79.654394 37.563564,-79.654202 37.563788,-79.65397 37.564082,-79.653371 37.564913,-79.653087 37.565319,-79.652449 37.56621,-79.651395 37.567701,-79.651093 37.568117,-79.650044 37.569602,-79.649706 37.570113,-79.649157 37.571032,-79.648895 37.57146,-79.64854 37.572053,-79.648347 37.572365,-79.646859 37.574824,-79.646679 37.575133,-79.646245 37.575845,-79.645976 37.576297,-79.645448 37.577168,-79.64465 37.578499,-79.644142 37.579317,-79.643897 37.57973,-79.643414 37.580525,-79.643262 37.580754,-79.643015 37.581159,-79.642691 37.581665,-79.642471 37.582002,-79.642293 37.582274,-79.642092 37.582566,-79.641657 37.583164,-79.641374 37.583544,-79.640913 37.584132,-79.640608 37.584508,-79.640289 37.584885,-79.639886 37.585345,-79.639466 37.585807,-79.639127 37.586173,-79.638424 37.586895,-79.637609 37.587676,-79.636752 37.588446,-79.636364 37.588778,-79.635677 37.589349,-79.634877 37.589974,-79.634553 37.590219,-79.634278 37.59042,-79.634143 37.590518,-79.632845 37.59143,-79.63265 37.591567,-79.631826 37.592134,-79.630976 37.592728,-79.629517 37.593736,-79.629042 37.594058,-79.628645 37.594335,-79.627534 37.595122,-79.62722 37.59534,-79.626898 37.595571,-79.626597 37.59581,-79.6264 37.595974,-79.626126 37.596219,-79.625938 37.596403,-79.625416 37.596942,-79.623542 37.598937,-79.623291 37.599211,-79.62286 37.599663,-79.621924 37.600661,-79.62166 37.600931,-79.621303 37.60128,-79.621046 37.60152,-79.620469 37.602044,-79.619822 37.602639,-79.619329 37.603121,-79.619048 37.603423,-79.618768 37.603753,-79.618413 37.604216,-79.618004 37.604816,-79.617408 37.605711,-79.616556 37.607005,-79.61614 37.607621,-79.615779 37.608105,-79.615623 37.608297,-79.615463 37.608477,-79.61529 37.608662,-79.614906 37.609018,-79.614507 37.609339,-79.614189 37.609567,-79.613701 37.609865,-79.613426 37.610016,-79.613038 37.610209,-79.612806 37.610309,-79.612414 37.610465,-79.612114 37.61057,-79.611758 37.610678,-79.611342 37.610788,-79.611084 37.610845,-79.610717 37.610911,-79.610331 37.610967,-79.610285 37.610974,-79.609915 37.611012,-79.609351 37.611054,-79.608666 37.611095,-79.606556 37.611211,-79.605918 37.611249,-79.605601 37.611268,-79.604624 37.611321,-79.604139 37.611353,-79.603845 37.611367,-79.603205 37.6114,-79.601153 37.611516,-79.600244 37.611574,-79.600054 37.611585)","110564166944","81",I,S1100
"LINESTRING (-79.184888 37.342093,-79.184992 37.342013,-79.185277 37.341816,-79.185561 37.34164,-79.185812 37.341497,-79.186115 37.341342,-79.186443 37.341192,-79.186823 37.341035,-79.186963 37.340983,-79.187196 37.3409,-79.187386 37.340839,-79.187577 37.340778,-79.187965 37.340672,-79.188129 37.340633,-79.18837 37.340586,-79.188426 37.340575,-79.188867 37.340501,-79.189274 37.340451,-79.189331 37.340446,-79.18965 37.340419,-79.190721 37.34038,-79.190892 37.340374,-79.192022 37.340323)","1109072948160","29",U,S1100
