"","Model"
"Overall Mean Flow",2540
"Jan. Mean Flow",2960
"Feb. Mean Flow",3490
"Mar. Mean Flow",4730
"Apr. Mean Flow",3900
"May Mean Flow",2650
"Jun. Mean Flow",2270
"Jul. Mean Flow",1430
"Aug. Mean Flow",1480
"Sep. Mean Flow",2000
"Oct. Mean Flow",1740
"Nov. Mean Flow",1720
"Dec. Mean Flow",2150
