"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",128,31,45,63,66,86.4,88,88.5,66.6,41,33.6,23,21.8,160,180,217,171,145,96,87.4,58.2,93.3,76.5,123,130,0,15,0.00667,16.3,0.00857,17.1,0.316,24.7,1.06,47.4,1.69,2002,1.62,12.2,80,358,960,8.44,69.2,140,310,426,618,356,838,373,301,228,241,112,83,6510,1870,2820,947,1590,558,804,303,542,206,17.377397260274
"Model",120,18.8,37.8,53.7,77.1,98.2,85,59.9,46.4,37.6,8.79,12.2,6.25,147,179,212,152,125,87.3,84.5,47.3,101,69.2,123,125,0.282,3.98,0.31,4.26,0.372,4.97,1.37,9.79,5.76,30.3,1.26,1999,2.01,5.42,74.5,335,934,5,68.7,90.2,266,307,301,277,472,251,186,157,164,60,66.5,9220,2370,3860,1250,2050,714,686,281,485,200,16.9576991341876
"Pct. Error",-6.25,-39.4,-16,-14.8,16.8,13.7,-3.41,-32.3,-30.3,-8.29,-73.8,-47,-71.3,-8.12,-0.556,-2.3,-11.1,-13.8,-9.06,-3.32,-18.7,8.25,-9.54,0,-3.85,Inf,-73.5,4550,-73.9,4240,-70.9,334,-60.4,443,-36.1,-25.4,100,24.1,-55.6,-6.88,-6.42,-2.71,-40.8,-0.723,-35.6,-14.2,-27.9,-51.3,-22.2,-43.7,-32.7,-38.2,-31.1,-32,-46.4,-19.9,41.6,26.7,36.9,32,28.9,28,-14.7,-7.26,-10.5,-2.91,-2.42
