"","Model"
"Overall Mean Flow",242
"Jan. Mean Flow",314
"Feb. Mean Flow",389
"Mar. Mean Flow",471
"Apr. Mean Flow",322
"May Mean Flow",246
"Jun. Mean Flow",173
"Jul. Mean Flow",103
"Aug. Mean Flow",87.4
"Sep. Mean Flow",228
"Oct. Mean Flow",147
"Nov. Mean Flow",202
"Dec. Mean Flow",232
