"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",394,197,-50
"Feb. High Flow",763,472,-38.1
"Mar. High Flow",695,461,-33.7
"Apr. High Flow",925,949,2.59
"May High Flow",1000,901,-9.9
"Jun. High Flow",1560,1550,-0.641
"Jul. High Flow",895,1040,16.2
"Aug. High Flow",865,707,-18.3
"Sep. High Flow",594,435,-26.8
"Oct. High Flow",471,341,-27.6
"Nov. High Flow",399,219,-45.1
"Dec. High Flow",446,239,-46.4
