"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",469,97,111,183,210,339,373,378,289,182,131,122,100,616,826,806,730,599,407,300,225,202,176,306,459,65,83,65,84,66.9,88.6,86.3,101,96.2,174,71.5,1988,79,93,312,1310,2670,83,266,205,526,1450,1650,2640,2080,1420,1530,802,596,362,285,10400,4840,6920,3430,4480,2200,2000,1160,1330,891,245.289617486339
"Model",461,87.6,150,195,268,295,404,292,203,179,118,116,91.2,607,827,847,636,457,366,268,262,229,240,345,472,14.1,50,14.5,53.1,16.1,59.2,33.5,70.4,96,155,25.2,1988,39,71.6,312,1250,2570,63.8,275,237,592,949,1930,2110,2650,1170,1060,584,464,305,321,8810,3740,6390,2740,3800,1790,2280,1130,1520,822,221.412551509094
"Pct. Error",-1.71,-9.69,35.1,6.56,27.6,-13,8.31,-22.8,-29.8,-1.65,-9.92,-4.92,-8.8,-1.46,0.121,5.09,-12.9,-23.7,-10.1,-10.7,16.4,13.4,36.4,12.7,2.83,-78.3,-39.8,-77.7,-36.8,-75.9,-33.2,-61.2,-30.3,-0.208,-10.9,-64.8,0,-50.6,-23,0,-4.58,-3.75,-23.1,3.38,15.6,12.5,-34.6,17,-20.1,27.4,-17.6,-30.7,-27.2,-22.1,-15.7,12.6,-15.3,-22.7,-7.66,-20.1,-15.2,-18.6,14,-2.59,14.3,-7.74,-9.73
