"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",702,196,200,214,220,270,242,347,288,245,204,187,183,761,747,961,935,762,745,616,583,657,522,550,590,72.8,124,86,181,99.8,259,125,306,137,375,150,2002,115,185,496,1770,3980,185,298,563,1110,1330,1570,1720,2180,1760,1600,1440,1440,1020,928,15300,6350,8230,4090,5500,2840,3050,1520,2050,1150,254.335068493151
"Model",649,100,150,240,292,405,415,268,225,169,128,106,116,735,897,1150,956,663,586,382,386,521,457,492,585,55.6,79.2,61.6,89.9,75.4,125,93.1,146,117,204,85.6,1986,78.4,115,401,1790,4210,124,299,587,1650,1290,1610,1340,4120,1750,1340,783,592,431,395,15500,7760,9880,4490,5850,2830,3230,1530,2160,1090,233.844272410673
"Pct. Error",-7.55,-49,-25,12.1,32.7,50,71.5,-22.8,-21.9,-31,-37.3,-43.3,-36.6,-3.42,20.1,19.7,2.25,-13,-21.3,-38,-33.8,-20.7,-12.5,-10.5,-0.847,-23.6,-36.1,-28.4,-50.3,-24.4,-51.7,-25.5,-52.3,-14.6,-45.6,-42.9,100,-31.8,-37.8,-19.2,1.13,5.78,-33,0.336,4.26,48.6,-3.01,2.55,-22.1,89,-0.568,-16.2,-45.6,-58.9,-57.7,-57.4,1.31,22.2,20,9.78,6.36,-0.352,5.9,0.658,5.37,-5.22,-8.06
