"","Model"
"Jan. High Flow",57.9
"Feb. High Flow",114
"Mar. High Flow",166
"Apr. High Flow",547
"May High Flow",590
"Jun. High Flow",654
"Jul. High Flow",558
"Aug. High Flow",419
"Sep. High Flow",246
"Oct. High Flow",124
"Nov. High Flow",101
"Dec. High Flow",85.2
