"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",145,160,10.3
"Feb. High Flow",300,323,7.67
"Mar. High Flow",215,229,6.51
"Apr. High Flow",337,336,-0.297
"May High Flow",189,195,3.17
"Jun. High Flow",341,377,10.6
"Jul. High Flow",239,279,16.7
"Aug. High Flow",206,244,18.4
"Sep. High Flow",190,210,10.5
"Oct. High Flow",162,296,82.7
"Nov. High Flow",201,254,26.4
"Dec. High Flow",200,275,37.5
