"","Model"
"Jan. Low Flow",19.6
"Feb. Low Flow",108
"Mar. Low Flow",153
"Apr. Low Flow",240
"May Low Flow",375
"Jun. Low Flow",316
"Jul. Low Flow",278
"Aug. Low Flow",73.8
"Sep. Low Flow",58.6
"Oct. Low Flow",34.8
"Nov. Low Flow",17.2
"Dec. Low Flow",19.1
