"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",61.7,91.9,48.9
"5% Non-Exceedance",134,178,32.8
"50% Non-Exceedance",983,1110,12.9
"95% Non-Exceedance",5460,5330,-2.38
"99% Non-Exceedance",14300,14700,2.8
"Sept. 10% Non-Exceedance",98,153,56.1
