"","Model"
"Jan. Low Flow",62.3
"Feb. Low Flow",71.7
"Mar. Low Flow",151
"Apr. Low Flow",178
"May Low Flow",311
"Jun. Low Flow",281
"Jul. Low Flow",237
"Aug. Low Flow",198
"Sep. Low Flow",155
"Oct. Low Flow",89.3
"Nov. Low Flow",70.9
"Dec. Low Flow",55.9
