"","Model"
"Overall Mean Flow",391
"Jan. Mean Flow",478
"Feb. Mean Flow",571
"Mar. Mean Flow",738
"Apr. Mean Flow",586
"May Mean Flow",383
"Jun. Mean Flow",331
"Jul. Mean Flow",217
"Aug. Mean Flow",194
"Sep. Mean Flow",319
"Oct. Mean Flow",241
"Nov. Mean Flow",299
"Dec. Mean Flow",345
