"","Model"
"Jan. High Flow",311
"Feb. High Flow",822
"Mar. High Flow",711
"Apr. High Flow",1340
"May High Flow",1040
"Jun. High Flow",2280
"Jul. High Flow",1470
"Aug. High Flow",974
"Sep. High Flow",513
"Oct. High Flow",334
"Nov. High Flow",332
"Dec. High Flow",344
