"","Model"
"Min. 1 Day Min",8.57
"Med. 1 Day Min",49.1
"Min. 3 Day Min",8.99
"Med. 3 Day Min",51.7
"Min. 7 Day Min",9.79
"Med. 7 Day Min",56.8
"Min. 30 Day Min",14.7
"Med. 30 Day Min",72
"Min. 90 Day Min",38.4
"Med. 90 Day Min",142
"7Q10",18
"Year of 90-Day Low Flow",2002
"Drought Year Mean",256.436125102695
"Mean Baseflow",365
