"","Model"
"Overall Mean Flow",766
"Jan. Mean Flow",1020
"Feb. Mean Flow",1270
"Mar. Mean Flow",1590
"Apr. Mean Flow",1170
"May Mean Flow",654
"Jun. Mean Flow",429
"Jul. Mean Flow",279
"Aug. Mean Flow",405
"Sep. Mean Flow",745
"Oct. Mean Flow",397
"Nov. Mean Flow",560
"Dec. Mean Flow",707
