"","Model"
"Min. 1 Day Min",1.65e-05
"Med. 1 Day Min",0.000355
"Min. 3 Day Min",2.58e-05
"Med. 3 Day Min",0.000578
"Min. 7 Day Min",4.28e-05
"Med. 7 Day Min",0.00744
"Min. 30 Day Min",0.00181
"Med. 30 Day Min",0.874
"Min. 90 Day Min",0.648
"Med. 90 Day Min",4.23
"7Q10",9.75e-05
"Year of 90-Day Low Flow",2002
"Drought Year Mean",9.44299848718816
"Mean Baseflow",7.13
