"","Model"
"Overall Mean Flow",25.6
"Jan. Mean Flow",40.2
"Feb. Mean Flow",44.2
"Mar. Mean Flow",43.2
"Apr. Mean Flow",29
"May Mean Flow",13.9
"Jun. Mean Flow",10.5
"Jul. Mean Flow",10.9
"Aug. Mean Flow",23
"Sep. Mean Flow",35.8
"Oct. Mean Flow",16.1
"Nov. Mean Flow",17.2
"Dec. Mean Flow",25.1
