"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",15100,13500,-10.6
"Med. 1 Day Max",5650,4650,-17.7
"Max. 3 Day Max",9770,8210,-16
"Med. 3 Day Max",4870,3650,-25.1
"Max. 7 Day Max",6830,6130,-10.2
"Med. 7 Day Max",3930,2910,-26
"Max. 30 Day Max",3600,3880,7.78
"Med. 30 Day Max",2050,1870,-8.78
"Max. 90 Day Max",2240,2770,23.7
"Med. 90 Day Max",1290,1310,1.55
