"","Model"
"Min. 1 Day Min",5.75
"Med. 1 Day Min",18.7
"Min. 3 Day Min",5.91
"Med. 3 Day Min",19.6
"Min. 7 Day Min",6.3
"Med. 7 Day Min",20.4
"Min. 30 Day Min",9.66
"Med. 30 Day Min",26.1
"Min. 90 Day Min",31.1
"Med. 90 Day Min",50.5
"7Q10",11.6
"Year of 90-Day Low Flow",1986
"Drought Year Mean",72.5440230511173
"Mean Baseflow",78.3
