"","Model"
"Jan. Low Flow",34.5
"Feb. Low Flow",37.6
"Mar. Low Flow",69.2
"Apr. Low Flow",69.1
"May Low Flow",94.7
"Jun. Low Flow",122
"Jul. Low Flow",81.8
"Aug. Low Flow",63.3
"Sep. Low Flow",51
"Oct. Low Flow",41.8
"Nov. Low Flow",34.3
"Dec. Low Flow",35.7
