"","Model"
"Min. 1 Day Min",12.8
"Med. 1 Day Min",49.7
"Min. 3 Day Min",13.1
"Med. 3 Day Min",51.4
"Min. 7 Day Min",13.9
"Med. 7 Day Min",54.7
"Min. 30 Day Min",20.6
"Med. 30 Day Min",70.6
"Min. 90 Day Min",42.7
"Med. 90 Day Min",113
"7Q10",22.6
"Year of 90-Day Low Flow",1999
"Drought Year Mean",178.016841505148
"Mean Baseflow",232
