"","Model"
"Jan. Low Flow",71.6
"Feb. Low Flow",99.3
"Mar. Low Flow",178
"Apr. Low Flow",227
"May Low Flow",322
"Jun. Low Flow",338
"Jul. Low Flow",225
"Aug. Low Flow",174
"Sep. Low Flow",153
"Oct. Low Flow",106
"Nov. Low Flow",96
"Dec. Low Flow",79.6
