"","Model"
"Min. 1 Day Min",895
"Med. 1 Day Min",1030
"Min. 3 Day Min",896
"Med. 3 Day Min",1040
"Min. 7 Day Min",897
"Med. 7 Day Min",1080
"Min. 30 Day Min",911
"Med. 30 Day Min",1310
"Min. 90 Day Min",1090
"Med. 90 Day Min",2220
"7Q10",925
"Year of 90-Day Low Flow",2002
"Drought Year Mean",2295.88647230522
"Mean Baseflow",3680
