"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",144,144,0
"Jan. Mean Flow",203,193,-4.93
"Feb. Mean Flow",217,250,15.2
"Mar. Mean Flow",290,314,8.28
"Apr. Mean Flow",207,205,-0.966
"May Mean Flow",145,130,-10.3
"Jun. Mean Flow",82.3,74.1,-9.96
"Jul. Mean Flow",54.5,51.4,-5.69
"Aug. Mean Flow",69.6,67.7,-2.73
"Sep. Mean Flow",110,119,8.18
"Oct. Mean Flow",56.2,61.7,9.79
"Nov. Mean Flow",150,137,-8.67
"Dec. Mean Flow",149,133,-10.7
