"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",192,49,67,91,76,118,132,126,111,86,58,48,47,229,253,290,278,210,193,122,104,180,119,150,176,6.04,38,6.42,38.7,7.18,44.1,10.7,50,17.8,74.1,15.7,2002,15,35,113,510,1550,32,100,127,306,577,733,576,899,607,303,295,280,229,211,26000,2710,10700,1580,4810,972,1340,475,750,313,39.3435342465753
"Model",194,34.9,40.9,65.7,113,139,142,105,80.9,67.8,43.9,38.9,32.3,247,288,332,290,203,178,106,91,154,130,152,173,3.12,20.5,3.24,20.8,3.51,22.2,6.33,34.8,15.7,57.3,8.41,2002,10.1,20.5,115,529,1480,20.6,111,135,471,403,524,496,870,580,323,200,149,146,123,10200,2810,4990,1950,2610,1010,1250,510,793,346,36.6555003559824
"Pct. Error",-1.04,28.8,39,27.8,-48.7,-17.8,-7.58,16.7,27.1,21.2,24.3,19,31.3,-7.86,-13.8,-14.5,-4.32,3.33,7.77,13.1,12.5,14.4,-9.24,-1.33,1.7,48.3,46.1,49.5,46.3,51.1,49.7,40.8,30.4,11.8,22.7,46.4,0,32.7,41.4,-1.77,-3.73,4.52,35.6,-11,-6.3,-53.9,30.2,28.5,13.9,3.23,4.45,-6.6,32.2,46.8,36.2,41.7,60.8,-3.69,53.4,-23.4,45.7,-3.91,6.72,-7.37,-5.73,-10.5,6.83
