"","Model"
"Min. 1 Day Min",0.311
"Med. 1 Day Min",7.05
"Min. 3 Day Min",0.365
"Med. 3 Day Min",7.31
"Min. 7 Day Min",0.517
"Med. 7 Day Min",8.15
"Min. 30 Day Min",2.8
"Med. 30 Day Min",13.5
"Min. 90 Day Min",11.5
"Med. 90 Day Min",41.6
"7Q10",1.98
"Year of 90-Day Low Flow",2002
"Drought Year Mean",82.2815517664202
"Mean Baseflow",101
