"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",377,32,38,88,140,250,264,272,154,90,62.8,53,33,495,728,742,691,505,295,193,138,88,110,199,362,14,25.2,14.3,26.7,15.6,28.3,22.1,39.3,36.1,99.6,20.2,1988,23,32,188,1250,2820,27,175,186,696,1160,1650,2960,2010,1270,1700,507,588,385,207,11200,4510,5880,3110,3520,2040,2370,1120,1360,778,120.592896174863
"Model",388,55.7,65,172,270,334,327,258,171,120,6.33,19,12.2,533,729,677,566,474,289,195,175,138,189,277,431,0,1.65,-5.29e-13,1.96,2.21e-13,3.29,2.2,28.3,8.42,91.8,0.000305,1988,0.717,7.86,250,1140,2910,2.41,205,229,827,978,1380,1620,1740,1150,1290,595,430,226,234,12100,5450,7120,3410,4980,2200,2380,1010,1520,730,147.508497913964
"Pct. Error",-2.92,-74.1,-71.1,-95.5,-92.9,-33.6,-23.9,5.15,-11,-33.3,89.9,64.2,63,-7.68,-0.137,8.76,18.1,6.14,2.03,-1.04,-26.8,-56.8,-71.8,-39.2,-19.1,100,93.5,100,92.7,100,88.4,90,28,76.7,7.83,100,0,96.9,75.4,-33,8.8,-3.19,91.1,-17.1,-23.1,-18.8,15.7,16.4,45.3,13.4,9.45,24.1,-17.4,26.9,41.3,-13,-8.04,-20.8,-21.1,-9.65,-41.5,-7.84,-0.422,9.82,-11.8,6.17,-22.3
