"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",132,131,-0.758
"Jan. Mean Flow",164,169,3.05
"Feb. Mean Flow",159,184,15.7
"Mar. Mean Flow",242,221,-8.68
"Apr. Mean Flow",221,177,-19.9
"May Mean Flow",180,156,-13.3
"Jun. Mean Flow",114,81.5,-28.5
"Jul. Mean Flow",59.6,62.8,5.37
"Aug. Mean Flow",43,58.1,35.1
"Sep. Mean Flow",104,105,0.962
"Oct. Mean Flow",61.1,80,30.9
"Nov. Mean Flow",98.5,126,27.9
"Dec. Mean Flow",158,168,6.33
