"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",1790,199,368,888,648,1160,846,1180,659,552,413,296,200,2200,2890,2780,3270,1800,1860,999,722,543,422,1690,2430,88,133,88.7,137,90.7,142,142,235,282,694,95,2002,125,173,1120,5350,11800,120,846,746,6450,5180,9170,6580,7040,11800,7580,3360,2960,1060,1440,43600,22000,30700,15600,16200,9880,6180,5270,3890,3140,1167.88920454545
"Model",1740,331,745,1490,922,1340,945,1030,493,584,367,286,172,2320,3320,2650,2540,1610,1530,876,657,939,733,1780,2050,46.5,145,48,156,53.2,185,100,280,327,672,49.7,2002,88.7,190,1210,4730,12500,120,948,1400,4350,4690,8780,5570,7380,9000,9500,4430,2020,656,2400,36600,22000,22800,17500,14200,9520,7710,4080,4340,3040,1107.68944645724
"Pct. Error",2.79,-66.3,-102,-67.8,-42.3,-15.5,-11.7,12.7,25.2,-5.8,11.1,3.38,14,-5.45,-14.9,4.68,22.3,10.6,17.7,12.3,9,-72.9,-73.7,-5.33,15.6,47.2,-9.02,45.9,-13.9,41.3,-30.3,29.6,-19.1,-16,3.17,47.7,0,29,-9.83,-8.04,11.6,-5.93,0,-12.1,-87.7,32.6,9.46,4.25,15.3,-4.83,23.7,-25.3,-31.8,31.8,38.1,-66.7,16.1,0,25.7,-12.2,12.3,3.64,-24.8,22.6,-11.6,3.18,5.15
