"","Model"
"Jan. Low Flow",29.8
"Feb. Low Flow",34.6
"Mar. Low Flow",46.7
"Apr. Low Flow",60.4
"May Low Flow",96.1
"Jun. Low Flow",103
"Jul. Low Flow",85.2
"Aug. Low Flow",78.1
"Sep. Low Flow",57
"Oct. Low Flow",51.2
"Nov. Low Flow",41.3
"Dec. Low Flow",31.7
