"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",224,221,-1.34
"Jan. Mean Flow",334,344,2.99
"Feb. Mean Flow",408,427,4.66
"Mar. Mean Flow",462,466,0.866
"Apr. Mean Flow",353,304,-13.9
"May Mean Flow",228,202,-11.4
"Jun. Mean Flow",118,108,-8.47
"Jul. Mean Flow",69.2,79.9,15.5
"Aug. Mean Flow",62.7,66.4,5.9
"Sep. Mean Flow",90,131,45.6
"Oct. Mean Flow",91.8,97.2,5.88
"Nov. Mean Flow",200,196,-2
"Dec. Mean Flow",279,245,-12.2
