"","Model"
"Min. 1 Day Min",0.248
"Med. 1 Day Min",31
"Min. 3 Day Min",0.577
"Med. 3 Day Min",32.7
"Min. 7 Day Min",1.35
"Med. 7 Day Min",36.7
"Min. 30 Day Min",4.5
"Med. 30 Day Min",55.6
"Min. 90 Day Min",22.5
"Med. 90 Day Min",100
"7Q10",6.97
"Year of 90-Day Low Flow",2002
"Drought Year Mean",97.6487221203933
"Mean Baseflow",268
