"","Model"
"Jan. High Flow",73.5
"Feb. High Flow",290
"Mar. High Flow",236
"Apr. High Flow",365
"May High Flow",330
"Jun. High Flow",769
"Jul. High Flow",423
"Aug. High Flow",232
"Sep. High Flow",113
"Oct. High Flow",89.9
"Nov. High Flow",73.8
"Dec. High Flow",81.9
