"","Model"
"Overall Mean Flow",454
"Jan. Mean Flow",482
"Feb. Mean Flow",595
"Mar. Mean Flow",773
"Apr. Mean Flow",685
"May Mean Flow",483
"Jun. Mean Flow",430
"Jul. Mean Flow",295
"Aug. Mean Flow",287
"Sep. Mean Flow",362
"Oct. Mean Flow",331
"Nov. Mean Flow",348
"Dec. Mean Flow",395
