"","Model"
"Min. 1 Day Min",22.5
"Med. 1 Day Min",45.5
"Min. 3 Day Min",37.1
"Med. 3 Day Min",66.5
"Min. 7 Day Min",60.3
"Med. 7 Day Min",110
"Min. 30 Day Min",68.7
"Med. 30 Day Min",127
"Min. 90 Day Min",83.3
"Med. 90 Day Min",167
"7Q10",75.2
"Year of 90-Day Low Flow",1985
"Drought Year Mean",218.303064161035
"Mean Baseflow",145
