"","Model"
"Jan. Low Flow",57.2
"Feb. Low Flow",72.2
"Mar. Low Flow",103
"Apr. Low Flow",130
"May Low Flow",202
"Jun. Low Flow",196
"Jul. Low Flow",121
"Aug. Low Flow",104
"Sep. Low Flow",68.2
"Oct. Low Flow",55.5
"Nov. Low Flow",59.6
"Dec. Low Flow",61
