"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",0.5,0.0313,-93.7
"Feb. Low Flow",1.1,0.746,-32.2
"Mar. Low Flow",2.2,2.13,-3.18
"Apr. Low Flow",2.4,3.7,54.2
"May Low Flow",3.5,4.55,30
"Jun. Low Flow",3.3,3.28,-0.606
"Jul. Low Flow",3.3,1.81,-45.2
"Aug. Low Flow",1.7,0.345,-79.7
"Sep. Low Flow",0.58,0.00509,-99.1
"Oct. Low Flow",0.31,0.00114,-99.6
"Nov. Low Flow",0.14,0.0000546,-100
"Dec. Low Flow",0.1,0.0000212,-100
