"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",7.31,0.5,1.1,2.2,2.4,3.5,3.3,3.3,1.7,0.58,0.31,0.14,0.1,10.7,12.1,13.9,10.7,9.36,4.51,2.95,1.45,3.73,3.16,7.45,8.15,0,0.06,-6.27e-15,0.07,-9.55e-15,0.0843,0.0213,0.179,0.0994,1.07,0.00000129,2002,0,0.09,2.9,25,89,0.04,2.35,7.2,65,41,74,38,72,42.7,32,13,10,5.1,8.4,549,193,215,92,107,45.8,64,20,38.9,12.7,1.28649315068493
"Model",7.17,0.0313,0.746,2.13,3.7,4.55,3.28,1.81,0.345,0.00509,0.00114,0.0000546,0.0000212,11.3,12.8,14.2,8.62,7.25,3.11,1.97,2.12,4.42,4.06,7.24,9.28,0.000000046,0.00000572,0.000000257,0.00000695,0.00000102,0.0000329,0.00104,0.0685,0.15,0.818,0.00000149,1999,0.00000596,0.000511,3.17,24.5,75.2,0.0000184,2.43,6.67,39.3,25.4,51.4,29.1,57.5,27.7,24.4,7.17,4.14,4.51,7.21,462,129,173,69.8,91.1,43.5,46.8,18.7,31.5,13.3,1.8080237692391
"Pct. Error",-1.92,-93.7,-32.2,-3.18,54.2,30,-0.606,-45.2,-79.7,-99.1,-99.6,-100,-100,5.61,5.79,2.16,-19.4,-22.5,-31,-33.2,46.2,18.5,28.5,-2.82,13.9,Inf,-100,-4100000000,-100,-10700000000,-100,-95.1,-61.7,50.9,-23.6,15.5,100,Inf,-99.4,9.31,-2,-15.5,-100,3.4,-7.36,-39.5,-38,-30.5,-23.4,-20.1,-35.1,-23.8,-44.8,-58.6,-11.6,-14.2,-15.8,-33.2,-19.5,-24.1,-14.9,-5.02,-26.9,-6.5,-19,4.72,40.5
