"","Model"
"Overall Mean Flow",3100
"Jan. Mean Flow",3870
"Feb. Mean Flow",4720
"Mar. Mean Flow",5650
"Apr. Mean Flow",4690
"May Mean Flow",3210
"Jun. Mean Flow",2620
"Jul. Mean Flow",1610
"Aug. Mean Flow",1410
"Sep. Mean Flow",2440
"Oct. Mean Flow",1980
"Nov. Mean Flow",2360
"Dec. Mean Flow",2770
