"","Model"
"Jan. Low Flow",613
"Feb. Low Flow",722
"Mar. Low Flow",1380
"Apr. Low Flow",1890
"May Low Flow",2590
"Jun. Low Flow",2800
"Jul. Low Flow",1740
"Aug. Low Flow",1300
"Sep. Low Flow",1100
"Oct. Low Flow",738
"Nov. Low Flow",688
"Dec. Low Flow",657
