"","Model"
"Min. 1 Day Min",22.4
"Med. 1 Day Min",88.8
"Min. 3 Day Min",23.7
"Med. 3 Day Min",98.3
"Min. 7 Day Min",25.8
"Med. 7 Day Min",105
"Min. 30 Day Min",60.5
"Med. 30 Day Min",168
"Min. 90 Day Min",152
"Med. 90 Day Min",328
"7Q10",44.5
"Year of 90-Day Low Flow",1988
"Drought Year Mean",548.618244444718
"Mean Baseflow",723
