"","Model"
"Jan. Low Flow",112
"Feb. Low Flow",120
"Mar. Low Flow",221
"Apr. Low Flow",230
"May Low Flow",288
"Jun. Low Flow",387
"Jul. Low Flow",261
"Aug. Low Flow",197
"Sep. Low Flow",169
"Oct. Low Flow",137
"Nov. Low Flow",115
"Dec. Low Flow",114
