"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",570,86,108,175,210,251,327,304,238,132,99,94,81,785,796,1080,885,747,436,216,183,349,227,547,607,46,76,46.3,77,47.9,79,55.4,90.6,86.8,140,63.9,1999,70,81,273,1880,4910,77,250,212,1360,2680,3070,1450,3270,1730,2160,650,604,259,292,33900,10000,19000,6280,9080,3630,3170,1750,1920,1110,282.86301369863
"Model",507,96.6,116,190,251,329,450,274,207,138,108,105,88.1,628,870,1020,761,579,397,221,192,341,264,409,433,45.7,77.1,46.9,78.1,49.1,80.4,56.6,93.5,83.9,150,57.6,1999,60.9,84.9,275,1540,3570,83.6,300,207,810,798,1380,1500,3200,1860,1470,496,357,302,220,25100,5210,11200,3400,6050,2280,2810,1400,1860,914,318.978245246033
"Pct. Error",-11.1,12.3,7.41,8.57,19.5,31.1,37.6,-9.87,-13,4.55,9.09,11.7,8.77,-20,9.3,-5.56,-14,-22.5,-8.94,2.31,4.92,-2.29,16.3,-25.2,-28.7,-0.652,1.45,1.3,1.43,2.51,1.77,2.17,3.2,-3.34,7.14,-9.86,0,-13,4.81,0.733,-18.1,-27.3,8.57,20,-2.36,-40.4,-70.2,-55,3.45,-2.14,7.51,-31.9,-23.7,-40.9,16.6,-24.7,-26,-47.9,-41.1,-45.9,-33.4,-37.2,-11.4,-20,-3.12,-17.7,12.8
