"","Model"
"Overall Mean Flow",146
"Jan. Mean Flow",205
"Feb. Mean Flow",302
"Mar. Mean Flow",266
"Apr. Mean Flow",194
"May Mean Flow",139
"Jun. Mean Flow",93.3
"Jul. Mean Flow",69.4
"Aug. Mean Flow",68.1
"Sep. Mean Flow",66.7
"Oct. Mean Flow",68.1
"Nov. Mean Flow",112
"Dec. Mean Flow",174
