"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",298,67,108,130,142,194,195,164,122,87,62,57.5,60,402,441,539,392,306,203,153,152,228,153,305,313,0.07,49,0.07,51.3,0.0857,52.3,5.04,68.6,17,103,6.82,2002,18.4,45.2,168,903,2690,37,144,310,869,936,1230,1430,1650,1180,755,368,279,446,234,14800,4490,7900,2700,4020,1510,1780,728,1220,541,74.0570684931507
"Model",289,31.8,54.5,105,148,241,213,159,108,75.6,47.7,44.5,29,372,472,597,398,303,194,130,104,232,152,267,264,4.89,21.7,5.1,22.3,5.44,23.7,6.62,33.6,21.6,64.4,8.7,2002,10.1,23.8,152,893,2570,23.2,146,193,839,507,1460,1200,2180,991,534,283,195,154,151,16400,4290,8290,2560,5320,1480,1750,719,1320,516,57.1882474758935
"Pct. Error",-3.02,-52.5,-49.5,-19.2,4.23,24.2,9.23,-3.05,-11.5,-13.1,-23.1,-22.6,-51.7,-7.46,7.03,10.8,1.53,-0.98,-4.43,-15,-31.6,1.75,-0.654,-12.5,-15.7,6890,-55.7,7190,-56.5,6250,-54.7,31.3,-51,27.1,-37.5,27.6,0,-45.1,-47.3,-9.52,-1.11,-4.46,-37.3,1.39,-37.7,-3.45,-45.8,18.7,-16.1,32.1,-16,-29.3,-23.1,-30.1,-65.5,-35.5,10.8,-4.45,4.94,-5.19,32.3,-1.99,-1.69,-1.24,8.2,-4.62,-22.8
