"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",298,289,-3.02
"Jan. Mean Flow",402,372,-7.46
"Feb. Mean Flow",441,472,7.03
"Mar. Mean Flow",539,597,10.8
"Apr. Mean Flow",392,398,1.53
"May Mean Flow",306,303,-0.98
"Jun. Mean Flow",203,194,-4.43
"Jul. Mean Flow",153,130,-15
"Aug. Mean Flow",152,104,-31.6
"Sep. Mean Flow",228,232,1.75
"Oct. Mean Flow",153,152,-0.654
"Nov. Mean Flow",305,267,-12.5
"Dec. Mean Flow",313,264,-15.7
