"","Model"
"Overall Mean Flow",561
"Jan. Mean Flow",712
"Feb. Mean Flow",909
"Mar. Mean Flow",1200
"Apr. Mean Flow",863
"May Mean Flow",549
"Jun. Mean Flow",438
"Jul. Mean Flow",217
"Aug. Mean Flow",221
"Sep. Mean Flow",447
"Oct. Mean Flow",339
"Nov. Mean Flow",384
"Dec. Mean Flow",478
