"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",13,8.69,33.2
"5% Non-Exceedance",25,15.1,39.6
"50% Non-Exceedance",85,77.7,8.59
"95% Non-Exceedance",330,349,-5.76
"99% Non-Exceedance",915,1060,-15.8
"Sept. 10% Non-Exceedance",24.9,14.2,43
