"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",34900,13000,62.8
"Med. 1 Day Max",6360,5170,18.7
"Max. 3 Day Max",15100,8660,42.6
"Med. 3 Day Max",3670,3900,-6.27
"Max. 7 Day Max",6930,4780,31
"Med. 7 Day Max",1870,2070,-10.7
"Max. 30 Day Max",2300,2310,-0.435
"Med. 30 Day Max",887,961,-8.34
"Max. 90 Day Max",1340,1410,-5.22
"Med. 90 Day Max",561,688,-22.6
