"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",1810,1750,-3.31
"Med. 1 Day Max",638,514,-19.4
"Max. 3 Day Max",700,738,5.43
"Med. 3 Day Max",308,260,-15.6
"Max. 7 Day Max",354,526,48.6
"Med. 7 Day Max",189,174,-7.94
"Max. 30 Day Max",179,238,33
"Med. 30 Day Max",86,87.6,1.86
"Max. 90 Day Max",112,154,37.5
"Med. 90 Day Max",55.8,56.5,1.25
