"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",4.7,1.23,73.8
"Feb. Low Flow",12,5.67,52.8
"Mar. Low Flow",20,17.4,13
"Apr. Low Flow",21,25.2,-20
"May Low Flow",41.3,42.7,-3.39
"Jun. Low Flow",31,38.3,-23.5
"Jul. Low Flow",26,27,-3.85
"Aug. Low Flow",11,7.1,35.5
"Sep. Low Flow",4.5,2.65,41.1
"Oct. Low Flow",2.3,0.44,80.9
"Nov. Low Flow",3.4,1.24,63.5
"Dec. Low Flow",3,0.961,68
