"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",53.5,4.7,12,20,21,41.3,31,26,11,4.5,2.3,3.4,3,77,100,112,77.1,39.6,20.6,20.9,43,28.7,24.3,42.1,59.8,0.72,1.8,0.733,1.84,0.744,1.96,0.954,2.83,2.03,9.41,1.14,2002,1.5,2.2,25,190,440,2.09,22.2,30,65,95,160,240,315,197,115,69,40,46,33,2590,641,1700,501,900,314,447,159,247,101,20.732301369863
"Model",53.2,1.23,5.67,17.4,25.2,42.7,38.3,27,7.1,2.65,0.44,1.24,0.961,78.2,102,113,74.3,39.2,20.2,24,38.6,32.4,24.2,37.4,57.9,0.000107,0.0374,0.000118,0.0655,0.000146,0.205,0.0722,1.18,0.947,7.57,0.000515,1986,0.00593,0.37,26.8,185,522,0.322,22.3,40.3,85.1,95.7,193,236,367,179,134,38.5,41.7,56.6,81.6,1160,792,1080,691,675,362,366,153,205,112,29.0765330538413
"Pct. Error",0.561,73.8,52.8,13,-20,-3.39,-23.5,-3.85,35.5,41.1,80.9,63.5,68,-1.56,-2,-0.893,3.63,1.01,1.94,-14.8,10.2,-12.9,0.412,11.2,3.18,100,97.9,100,96.4,100,89.5,92.4,58.3,53.3,19.6,100,100,99.6,83.2,-7.2,2.63,-18.6,84.6,-0.45,-34.3,-30.9,-0.737,-20.6,1.67,-16.5,9.14,-16.5,44.2,-4.25,-23,-147,55.2,-23.6,36.5,-37.9,25,-15.3,18.1,3.77,17,-10.9,-40.2
