"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",544,137,156,192,210,323,363,315,245,224,178,135,128,639,807,909,854,612,515,340,304,413,279,422,458,79.5,114,81,122,82.4,131,103,153,123,205,102,2002,104,130,302,1490,4280,127,283,364,727,1050,1710,1610,2980,1700,1440,727,621,563,341,19700,8200,12500,4590,6810,3060,3710,1400,2130,918,175.994246575342
"Model",519,65.4,104,213,220,380,349,279,236,191,109,88.5,63.1,651,785,883,771,596,489,321,246,393,267,426,425,0.82,45,5.03,49.2,7.1,54.5,10.5,90,46.5,157,17.9,2002,18.5,49.2,301,1530,4370,43.2,268,667,1120,897,1800,1460,2810,1530,1460,880,684,635,533,26300,7540,12500,4540,6200,2900,2930,1450,1830,945,104.156835727189
"Pct. Error",-4.6,-52.3,-33.3,10.9,4.76,17.6,-3.86,-11.4,-3.67,-14.7,-38.8,-34.4,-50.7,1.88,-2.73,-2.86,-9.72,-2.61,-5.05,-5.59,-19.1,-4.84,-4.3,0.948,-7.21,-99,-60.5,-93.8,-59.7,-91.4,-58.4,-89.8,-41.2,-62.2,-23.4,-82.5,0,-82.2,-62.2,-0.331,2.68,2.1,-66,-5.3,83.2,54.1,-14.6,5.26,-9.32,-5.7,-10,1.39,21,10.1,12.8,56.3,33.5,-8.05,0,-1.09,-8.96,-5.23,-21,3.57,-14.1,2.94,-40.8
