"","Model"
"Overall Mean Flow",2780
"Jan. Mean Flow",3310
"Feb. Mean Flow",4140
"Mar. Mean Flow",4690
"Apr. Mean Flow",3950
"May Mean Flow",2900
"Jun. Mean Flow",2530
"Jul. Mean Flow",1800
"Aug. Mean Flow",1830
"Sep. Mean Flow",1930
"Oct. Mean Flow",1810
"Nov. Mean Flow",2190
"Dec. Mean Flow",2330
