"","date","mod.flow"
"140",1984-05-19,2671.701348
"141",1984-05-20,2587.390846
"142",1984-05-21,2510.529969
"143",1984-05-22,2436.018371
"144",1984-05-23,2372.6872407
"145",1984-05-24,2311.3234099
"146",1984-05-25,2239.6629332
"147",1984-05-26,2171.4390105
"148",1984-05-27,2108.0637362
"149",1984-05-28,2129.891991
"150",1984-05-29,4573.199241
"151",1984-05-30,5780.93422
"152",1984-05-31,4364.545254
"153",1984-06-01,3400.197919
"154",1984-06-02,2895.193238
"155",1984-06-03,2590.782302
"156",1984-06-04,2405.6181719
"157",1984-06-05,2283.4041598
"158",1984-06-06,2187.3537675
"159",1984-06-07,2112.4997407
"160",1984-06-08,2044.7890549
"161",1984-06-09,1986.0417023
"162",1984-06-10,1927.8194506
"163",1984-06-11,1870.048546
"164",1984-06-12,1847.6670683
"165",1984-06-13,1834.6073686
"166",1984-06-14,1803.3851166
"167",1984-06-15,1746.5371627
"168",1984-06-16,1708.3449786
"169",1984-06-17,1735.3150023
"170",1984-06-18,1721.865425
"171",1984-06-19,1670.4227904
"172",1984-06-20,1617.3580781
"173",1984-06-21,1614.8315433
"174",1984-06-22,1603.5994187
"175",1984-06-23,1603.1916578
"176",1984-06-24,1591.3301393
"177",1984-06-25,1558.6586839
"178",1984-06-26,1513.7651368
"179",1984-06-27,1465.6622963
"180",1984-06-28,1452.8246192
"181",1984-06-29,1568.8421211
"182",1984-06-30,1684.7832565
"183",1984-07-01,1906.9150546
"184",1984-07-02,1898.5100937
"185",1984-07-03,1854.9045182
"186",1984-07-04,1829.7664949
"187",1984-07-05,1759.9912569
"188",1984-07-06,1743.204193
"189",1984-07-07,1783.5447844
"190",1984-07-08,1772.5298157
"191",1984-07-09,1722.7800826
"192",1984-07-10,1663.4104388
"193",1984-07-11,1606.7767335
"194",1984-07-12,1556.1269834
"195",1984-07-13,1523.4668007
"196",1984-07-14,1512.9061051
"197",1984-07-15,1534.1882173
"198",1984-07-16,1508.1480331
"199",1984-07-17,1470.191555
"200",1984-07-18,1892.8533861
"201",1984-07-19,2409.0959558
"202",1984-07-20,2352.7196133
"203",1984-07-21,2171.7585374
"204",1984-07-22,2069.7801974
"205",1984-07-23,2347.6052089
"206",1984-07-24,2419.0428235
"207",1984-07-25,2249.2224656
"208",1984-07-26,2089.1734697
"209",1984-07-27,1989.8543777
"210",1984-07-28,1971.5233612
"211",1984-07-29,1918.5802154
"212",1984-07-30,2112.4841688
"213",1984-07-31,2486.1728205
"214",1984-08-01,2418.2548969
"215",1984-08-02,2196.8377231
"216",1984-08-03,2018.8404542
"217",1984-08-04,1888.4157942
"218",1984-08-05,1788.9383926
"219",1984-08-06,1710.6116945
"220",1984-08-07,1647.7259596
"221",1984-08-08,1591.1693572
"222",1984-08-09,1541.2728921
"223",1984-08-10,1496.957779
"224",1984-08-11,1487.7964938
"225",1984-08-12,1712.677704
"226",1984-08-13,2037.7697448
"227",1984-08-14,2321.8897324
"228",1984-08-15,2502.803757
"229",1984-08-16,2385.069419
"230",1984-08-17,2196.0278856
"231",1984-08-18,2043.1964187
"232",1984-08-19,1938.8231202
"233",1984-08-20,1850.8040848
"234",1984-08-21,1778.4567644
"235",1984-08-22,1718.7588499
"236",1984-08-23,1670.0921554
"237",1984-08-24,1632.4518662
"238",1984-08-25,1579.3072585
"239",1984-08-26,1530.0719106
"240",1984-08-27,1485.64188
"241",1984-08-28,1446.6168173
"242",1984-08-29,1413.9076463
"243",1984-08-30,1389.0082396
"244",1984-08-31,1390.5124014
"245",1984-09-01,1370.0873106
"246",1984-09-02,1333.6249505
"247",1984-09-03,1296.4666784
"248",1984-09-04,1298.4540137
"249",1984-09-05,1296.755867
"250",1984-09-06,1270.6432153
"251",1984-09-07,1234.376751
"252",1984-09-08,1197.9510268
"253",1984-09-09,1162.7863351
"254",1984-09-10,1128.387745
"255",1984-09-11,1094.9112932
"256",1984-09-12,1063.0574456
"257",1984-09-13,1032.4394417
"258",1984-09-14,1003.0540999
"259",1984-09-15,975.2806853
"260",1984-09-16,951.5454561
"261",1984-09-17,932.7867203
"262",1984-09-18,911.7258683
"263",1984-09-19,888.3613509
"264",1984-09-20,864.0520018
"265",1984-09-21,839.7464905
"266",1984-09-22,816.0770382
"267",1984-09-23,792.7813606
"268",1984-09-24,770.3824386
"269",1984-09-25,749.3481048
"270",1984-09-26,730.5667038
"271",1984-09-27,713.8012619
"272",1984-09-28,699.5760327
"273",1984-09-29,683.6049213
"274",1984-09-30,702.1161899
"275",1984-10-01,850.3613665
"276",1984-10-02,1037.2153054
"277",1984-10-03,1035.5319863
"278",1984-10-04,961.6521302
"279",1984-10-05,902.9699747
"280",1984-10-06,854.5573806
"281",1984-10-07,817.2132341
"282",1984-10-08,788.9323654
"283",1984-10-09,765.8583391
"284",1984-10-10,744.243948
"285",1984-10-11,721.5975283
"286",1984-10-12,700.8257907
"287",1984-10-13,681.8739284
"288",1984-10-14,664.0546914
"289",1984-10-15,646.5521985
"290",1984-10-16,629.5311621
"291",1984-10-17,615.0794448
"292",1984-10-18,597.6295681
"293",1984-10-19,580.1431367
"294",1984-10-20,564.6944351
"295",1984-10-21,552.4903451
"296",1984-10-22,618.795286
"297",1984-10-23,769.5395259
"298",1984-10-24,878.8471528
"299",1984-10-25,898.044987
"300",1984-10-26,893.8174363
"301",1984-10-27,862.2155684
"302",1984-10-28,828.468006
"303",1984-10-29,822.2367096
"304",1984-10-30,872.9801252
"305",1984-10-31,901.6108246
"306",1984-11-01,887.0355832
"307",1984-11-02,855.4536476
"308",1984-11-03,821.237385
"309",1984-11-04,808.2612764
"310",1984-11-05,830.0402412
"311",1984-11-06,866.3575631
"312",1984-11-07,887.9207456
"313",1984-11-08,880.9969445
"314",1984-11-09,857.9917259
"315",1984-11-10,831.7094649
"316",1984-11-11,994.5960538
"317",1984-11-12,1186.5073319
"318",1984-11-13,1281.1780818
"319",1984-11-14,1315.3807639
"320",1984-11-15,1231.2333069
"321",1984-11-16,1121.6822053
"322",1984-11-17,1029.3716772
"323",1984-11-18,960.6479645
"324",1984-11-19,942.2847326
"325",1984-11-20,944.0703278
"326",1984-11-21,938.9047853
"327",1984-11-22,922.6775972
"328",1984-11-23,900.3924294
"329",1984-11-24,876.4779779
"330",1984-11-25,852.9953117
"331",1984-11-26,830.3798791
"332",1984-11-27,808.8798294
"333",1984-11-28,1035.953743
"334",1984-11-29,2060.2098311
"335",1984-11-30,2452.7033029
"336",1984-12-01,2153.4759217
"337",1984-12-02,1887.798691
"338",1984-12-03,1711.1506042
"339",1984-12-04,1614.7919004
"340",1984-12-05,1541.9606742
"341",1984-12-06,1523.8130188
"342",1984-12-07,1463.6498414
"343",1984-12-08,1403.8737259
"344",1984-12-09,1375.0987054
"345",1984-12-10,1378.1759757
"346",1984-12-11,1480.9657134
"347",1984-12-12,1620.2289737
"348",1984-12-13,1649.8656082
"349",1984-12-14,1622.3669282
"350",1984-12-15,1581.3689575
"351",1984-12-16,1536.7535633
"352",1984-12-17,1493.1653862
"353",1984-12-18,1451.5048945
"354",1984-12-19,1411.7153967
"355",1984-12-20,1384.3218346
"356",1984-12-21,1349.8591309
"357",1984-12-22,1328.5186537
"358",1984-12-23,1311.4838366
"359",1984-12-24,1284.3014831
"360",1984-12-25,1262.9265212
"361",1984-12-26,1234.1584167
"362",1984-12-27,1201.2832641
"363",1984-12-28,1167.3572085
"364",1984-12-29,1134.2988624
"365",1984-12-30,1102.2451782
"366",1984-12-31,1108.8777885
"367",1985-01-01,1104.570732
"368",1985-01-02,1108.8840561
"369",1985-01-03,1183.6113014
"370",1985-01-04,1524.2255135
"371",1985-01-05,1798.308609
"372",1985-01-06,1740.7470779
"373",1985-01-07,1608.7286912
"374",1985-01-08,1499.439598
"375",1985-01-09,1422.0452993
"376",1985-01-10,1361.7950211
"377",1985-01-11,1312.5183298
"378",1985-01-12,1271.7137187
"379",1985-01-13,1234.2775384
"380",1985-01-14,1199.8899726
"381",1985-01-15,1174.3121874
"382",1985-01-16,1147.9025611
"383",1985-01-17,1136.3915214
"384",1985-01-18,1111.4773637
"385",1985-01-19,1089.3199348
"386",1985-01-20,1071.7612267
"387",1985-01-21,1049.6525345
"388",1985-01-22,1021.2238577
"389",1985-01-23,991.9781611
"390",1985-01-24,963.6643641
"391",1985-01-25,939.1097185
"392",1985-01-26,920.2599714
"393",1985-01-27,903.9964674
"394",1985-01-28,888.8959466
"395",1985-01-29,882.6970443
"396",1985-01-30,874.9494628
"397",1985-01-31,860.0201416
"398",1985-02-01,1503.5752488
"399",1985-02-02,5558.453757
"400",1985-02-03,6551.781476
"401",1985-02-04,4265.898419
"402",1985-02-05,2933.348572
"403",1985-02-06,2239.6492693
"404",1985-02-07,1866.9131923
"405",1985-02-08,1670.4130327
"406",1985-02-09,1529.7964746
"407",1985-02-10,1430.025116
"408",1985-02-11,1371.2099724
"409",1985-02-12,1448.8629494
"410",1985-02-13,1392.6671638
"411",1985-02-14,1329.1374242
"412",1985-02-15,1272.404583
"413",1985-02-16,1230.9382936
"414",1985-02-17,1196.3936882
"415",1985-02-18,1177.3839721
"416",1985-02-19,1256.018902
"417",1985-02-20,1542.8875886
"418",1985-02-21,2376.9519726
"419",1985-02-22,3427.832671
"420",1985-02-23,4477.02858
"421",1985-02-24,6678.581957
"422",1985-02-25,8117.204374
"423",1985-02-26,8657.087983
"424",1985-02-27,8206.755857
"425",1985-02-28,5488.805894
"426",1985-03-01,4017.962922
"427",1985-03-02,3270.697898
"428",1985-03-03,2907.297042
"429",1985-03-04,2694.369583
"430",1985-03-05,2572.263391
"431",1985-03-06,2493.038683
"432",1985-03-07,2424.3974086
"433",1985-03-08,2359.5323334
"434",1985-03-09,2313.2096938
"435",1985-03-10,2302.0180588
"436",1985-03-11,2252.0689468
"437",1985-03-12,2201.723648
"438",1985-03-13,2144.4004057
"439",1985-03-14,2083.2080306
"440",1985-03-15,2024.8069076
"441",1985-03-16,1971.3844224
"442",1985-03-17,1918.2119523
"443",1985-03-18,1864.5209655
"444",1985-03-19,1811.6135179
"445",1985-03-20,1758.9812852
"446",1985-03-21,1707.8255159
"447",1985-03-22,1711.2139511
"448",1985-03-23,2066.8447115
"449",1985-03-24,3003.656623
"450",1985-03-25,2999.760368
"451",1985-03-26,2615.168717
"452",1985-03-27,2315.3342442
"453",1985-03-28,2114.7662584
"454",1985-03-29,1981.3547363
"455",1985-03-30,1890.0976335
"456",1985-03-31,1821.5943986
"457",1985-04-01,1855.0177535
"458",1985-04-02,2018.4006577
"459",1985-04-03,2003.2755508
"460",1985-04-04,1907.0148316
"461",1985-04-05,1814.0727461
"462",1985-04-06,2001.2392656
"463",1985-04-07,2215.0582275
"464",1985-04-08,2153.3603896
"465",1985-04-09,2020.6364519
"466",1985-04-10,1913.1014633
"467",1985-04-11,1827.3316801
"468",1985-04-12,1752.7536774
"469",1985-04-13,1690.2157441
"470",1985-04-14,1634.8314818
"471",1985-04-15,1622.7318652
"472",1985-04-16,1804.5278243
"473",1985-04-17,2611.9357687
"474",1985-04-18,3199.168352
"475",1985-04-19,2881.608153
"476",1985-04-20,2439.5106117
"477",1985-04-21,2143.9228211
"478",1985-04-22,1958.9846035
"479",1985-04-23,1836.9001388
"480",1985-04-24,1767.8314438
"481",1985-04-25,1881.3056871
"482",1985-04-26,2225.9299394
"483",1985-04-27,2221.8242796
"484",1985-04-28,2035.8134079
"485",1985-04-29,1874.1124419
"486",1985-04-30,1762.64682
"487",1985-05-01,1683.167755
"488",1985-05-02,1618.7096786
"489",1985-05-03,1629.0556106
"490",1985-05-04,1639.319603
"491",1985-05-05,1598.0918809
"492",1985-05-06,1536.9489937
"493",1985-05-07,1478.1401213
"494",1985-05-08,1427.3424032
"495",1985-05-09,1384.6589279
"496",1985-05-10,1368.6160699
"497",1985-05-11,1341.3332329
"498",1985-05-12,1309.5472453
"499",1985-05-13,1289.178978
"500",1985-05-14,1346.9503555
"501",1985-05-15,1375.7040329
"502",1985-05-16,1437.5572356
"503",1985-05-17,1634.822594
"504",1985-05-18,1785.4575959
"505",1985-05-19,1779.7942733
"506",1985-05-20,1716.2864227
"507",1985-05-21,1627.8158647
"508",1985-05-22,1530.6830368
"509",1985-05-23,1514.8660316
"510",1985-05-24,1627.7674257
"511",1985-05-25,1740.1907807
"512",1985-05-26,1818.1949234
"513",1985-05-27,1812.7123872
"514",1985-05-28,1756.4591445
"515",1985-05-29,1694.5160829
"516",1985-05-30,1629.1543274
"517",1985-05-31,1569.2939376
"518",1985-06-01,1513.345421
"519",1985-06-02,1469.2439922
"520",1985-06-03,1448.5601882
"521",1985-06-04,1454.9651223
"522",1985-06-05,1440.950718
"523",1985-06-06,1453.042866
"524",1985-06-07,1452.7055435
"525",1985-06-08,1496.2115021
"526",1985-06-09,1546.4681471
"527",1985-06-10,1559.9781571
"528",1985-06-11,1510.1355477
"529",1985-06-12,1458.1068004
"530",1985-06-13,1418.6042786
"531",1985-06-14,1367.1071169
"532",1985-06-15,1313.9511681
"533",1985-06-16,1276.9022103
"534",1985-06-17,1238.0953751
"535",1985-06-18,1241.1097297
"536",1985-06-19,1224.4411468
"537",1985-06-20,1194.4996568
"538",1985-06-21,1160.0424651
"539",1985-06-22,1124.6206935
"540",1985-06-23,1089.2366259
"541",1985-06-24,1056.5509071
"542",1985-06-25,1024.7305224
"543",1985-06-26,992.9984324
"544",1985-06-27,965.1691552
"545",1985-06-28,941.3301695
"546",1985-06-29,920.3587115
"547",1985-06-30,908.3434982
"548",1985-07-01,931.8914871
"549",1985-07-02,975.0958518
"550",1985-07-03,990.25478
"551",1985-07-04,974.38221
"552",1985-07-05,950.5266648
"553",1985-07-06,933.8087843
"554",1985-07-07,911.1795539
"555",1985-07-08,878.0772288
"556",1985-07-09,846.099991
"557",1985-07-10,816.178913
"558",1985-07-11,809.8208388
"559",1985-07-12,809.1545791
"560",1985-07-13,797.1583708
"561",1985-07-14,802.5506552
"562",1985-07-15,831.9083746
"563",1985-07-16,841.2750282
"564",1985-07-17,836.4614562
"565",1985-07-18,819.7157825
"566",1985-07-19,794.2307473
"567",1985-07-20,767.6827563
"568",1985-07-21,741.1444454
"569",1985-07-22,717.1815949
"570",1985-07-23,700.7475416
"571",1985-07-24,682.6126268
"572",1985-07-25,694.2416362
"573",1985-07-26,750.3398113
"574",1985-07-27,884.2454262
"575",1985-07-28,1268.6132963
"576",1985-07-29,1576.6711579
"577",1985-07-30,1667.5468673
"578",1985-07-31,1638.314377
"579",1985-08-01,1593.9220275
"580",1985-08-02,1592.949646
"581",1985-08-03,1608.0716325
"582",1985-08-04,1577.819588
"583",1985-08-05,1521.7885436
"584",1985-08-06,1462.991791
"585",1985-08-07,1431.8612899
"586",1985-08-08,1392.767605
"587",1985-08-09,1368.5918007
"588",1985-08-10,1359.4012908
"589",1985-08-11,1339.904869
"590",1985-08-12,1309.1947596
"591",1985-08-13,1264.8500749
"592",1985-08-14,1222.1991348
"593",1985-08-15,1186.5221979
"594",1985-08-16,1157.4407462
"595",1985-08-17,1237.420883
"596",1985-08-18,2935.5320886
"597",1985-08-19,4186.39537
"598",1985-08-20,3436.248549
"599",1985-08-21,2792.869102
"600",1985-08-22,2338.0238876
"601",1985-08-23,2066.7929688
"602",1985-08-24,1906.7584075
"603",1985-08-25,1832.2428743
"604",1985-08-26,1795.9114076
"605",1985-08-27,2103.1171802
"606",1985-08-28,2764.444105
"607",1985-08-29,3271.672135
"608",1985-08-30,3045.615963
"609",1985-08-31,2584.2801738
"610",1985-09-01,2234.7616347
"611",1985-09-02,2019.3324433
"612",1985-09-03,1883.4118272
"613",1985-09-04,1787.7152405
"614",1985-09-05,1713.8676377
"615",1985-09-06,1691.9500044
"616",1985-09-07,1774.3381577
"617",1985-09-08,1772.4352721
"618",1985-09-09,1741.3925019
"619",1985-09-10,1685.8610686
"620",1985-09-11,1625.9626006
"621",1985-09-12,1574.3768157
"622",1985-09-13,1530.1312518
"623",1985-09-14,1488.1498565
"624",1985-09-15,1447.7763403
"625",1985-09-16,1407.4358408
"626",1985-09-17,1368.0958863
"627",1985-09-18,1329.7125129
"628",1985-09-19,1292.5245744
"629",1985-09-20,1256.7879828
"630",1985-09-21,1221.5832901
"631",1985-09-22,1187.4647752
"632",1985-09-23,1155.4806786
"633",1985-09-24,1126.1140289
"634",1985-09-25,1098.2734985
"635",1985-09-26,1066.6795043
"636",1985-09-27,1040.6304858
"637",1985-09-28,1012.9015466
"638",1985-09-29,992.404087
"639",1985-09-30,963.2061958
"640",1985-10-01,938.2414245
"641",1985-10-02,941.1813506
"642",1985-10-03,1098.6930273
"643",1985-10-04,1332.1003493
"644",1985-10-05,1523.2880556
"645",1985-10-06,1518.9514999
"646",1985-10-07,1452.0686227
"647",1985-10-08,1384.3781052
"648",1985-10-09,1327.6040916
"649",1985-10-10,1279.7899936
"650",1985-10-11,1238.2096139
"651",1985-10-12,1200.1561852
"652",1985-10-13,1164.494362
"653",1985-10-14,1131.3638154
"654",1985-10-15,1099.6279909
"655",1985-10-16,1069.3224221
"656",1985-10-17,1040.6624983
"657",1985-10-18,1012.5839921
"658",1985-10-19,984.1201516
"659",1985-10-20,956.3756982
"660",1985-10-21,965.4289283
"661",1985-10-22,1103.8756296
"662",1985-10-23,1158.196228
"663",1985-10-24,1145.4542505
"664",1985-10-25,1102.0234758
"665",1985-10-26,1058.1175271
"666",1985-10-27,1020.5551529
"667",1985-10-28,987.2281762
"668",1985-10-29,957.844883
"669",1985-10-30,938.2987708
"670",1985-10-31,1001.4104461
"671",1985-11-01,1233.8351706
"672",1985-11-02,2575.9257387
"673",1985-11-03,5538.866608
"674",1985-11-04,5682.152588
"675",1985-11-05,7110.527621
"676",1985-11-06,7509.28949
"677",1985-11-07,6175.143448
"678",1985-11-08,5012.422655
"679",1985-11-09,4364.015872
"680",1985-11-10,3992.280395
"681",1985-11-11,3767.871873
"682",1985-11-12,3606.798371
"683",1985-11-13,3480.453994
"684",1985-11-14,3367.637253
"685",1985-11-15,3270.518035
"686",1985-11-16,3178.578231
"687",1985-11-17,3097.500344
"688",1985-11-18,3003.251549
"689",1985-11-19,2913.231352
"690",1985-11-20,2827.888619
"691",1985-11-21,2751.243959
"692",1985-11-22,3670.000221
"693",1985-11-23,5099.462113
"694",1985-11-24,4541.289627
"695",1985-11-25,3874.877687
"696",1985-11-26,3471.991424
"697",1985-11-27,3234.8181
"698",1985-11-28,3091.187246
"699",1985-11-29,3220.292619
"700",1985-11-30,3992.703262
"701",1985-12-01,4723.455916
"702",1985-12-02,4535.962601
"703",1985-12-03,4188.104281
"704",1985-12-04,3867.457441
"705",1985-12-05,3645.820799
"706",1985-12-06,3492.732621
"707",1985-12-07,3370.730498
"708",1985-12-08,3273.763519
"709",1985-12-09,3185.202897
"710",1985-12-10,3098.123825
"711",1985-12-11,3013.308599
"712",1985-12-12,2935.272491
"713",1985-12-13,3085.522223
"714",1985-12-14,3232.091446
"715",1985-12-15,3144.105225
"716",1985-12-16,3009.183433
"717",1985-12-17,2888.76457
"718",1985-12-18,2788.759378
"719",1985-12-19,2700.72927
"720",1985-12-20,2622.900155
"721",1985-12-21,2555.135468
"722",1985-12-22,2483.809053
"723",1985-12-23,2415.0362339
"724",1985-12-24,2348.1297455
"725",1985-12-25,2286.2938996
"726",1985-12-26,2224.8968507
"727",1985-12-27,2163.6368486
"728",1985-12-28,2103.7076036
"729",1985-12-29,2047.0701142
"730",1985-12-30,1991.7308654
"731",1985-12-31,1940.6496278
"732",1986-01-01,1893.3454818
"733",1986-01-02,1846.890854
"734",1986-01-03,1797.9053191
"735",1986-01-04,1760.0145872
"736",1986-01-05,1723.7049098
"737",1986-01-06,1681.9392092
"738",1986-01-07,1639.1662442
"739",1986-01-08,1597.150795
"740",1986-01-09,1555.6947021
"741",1986-01-10,1514.6721913
"742",1986-01-11,1475.0951843
"743",1986-01-12,1436.3555907
"744",1986-01-13,1399.8175853
"745",1986-01-14,1363.9582479
"746",1986-01-15,1328.8334235
"747",1986-01-16,1294.2506713
"748",1986-01-17,1260.1071663
"749",1986-01-18,1226.4372672
"750",1986-01-19,1343.4923819
"751",1986-01-20,1825.319931
"752",1986-01-21,1999.9251864
"753",1986-01-22,2045.0260238
"754",1986-01-23,2005.8884049
"755",1986-01-24,1886.1054384
"756",1986-01-25,1763.0305787
"757",1986-01-26,1686.4634704
"758",1986-01-27,1615.1632998
"759",1986-01-28,1551.0781708
"760",1986-01-29,1499.6613465
"761",1986-01-30,1461.4291956
"762",1986-01-31,1423.709484
"763",1986-02-01,1384.6380309
"764",1986-02-02,1388.50684
"765",1986-02-03,1501.5526161
"766",1986-02-04,1590.7487258
"767",1986-02-05,1606.9498519
"768",1986-02-06,1578.9309311
"769",1986-02-07,1813.5085301
"770",1986-02-08,2443.3748312
"771",1986-02-09,2361.3502262
"772",1986-02-10,2063.1603395
"773",1986-02-11,1880.9778671
"774",1986-02-12,1730.7341614
"775",1986-02-13,1630.590965
"776",1986-02-14,1571.6368867
"777",1986-02-15,1544.6919748
"778",1986-02-16,1502.9122962
"779",1986-02-17,1510.4158365
"780",1986-02-18,2739.4948418
"781",1986-02-19,4981.910323
"782",1986-02-20,5351.956221
"783",1986-02-21,5167.195113
"784",1986-02-22,4110.324691
"785",1986-02-23,3360.016739
"786",1986-02-24,2949.599775
"787",1986-02-25,2697.921868
"788",1986-02-26,2546.82823
"789",1986-02-27,2459.171005
"790",1986-02-28,2399.4788526
"791",1986-03-01,2334.1895371
"792",1986-03-02,2265.7441862
"793",1986-03-03,2202.6800461
"794",1986-03-04,2157.7690963
"795",1986-03-05,2117.7833404
"796",1986-03-06,2090.8760986
"797",1986-03-07,2061.5400771
"798",1986-03-08,2022.2005771
"799",1986-03-09,1975.9011841
"800",1986-03-10,1924.9234239
"801",1986-03-11,1874.6596528
"802",1986-03-12,1823.6769942
"803",1986-03-13,1831.0496139
"804",1986-03-14,2136.021294
"805",1986-03-15,3006.965346
"806",1986-03-16,5495.286087
"807",1986-03-17,4910.835907
"808",1986-03-18,3780.866056
"809",1986-03-19,3189.318816
"810",1986-03-20,2988.230962
"811",1986-03-21,2794.841202
"812",1986-03-22,2622.283242
"813",1986-03-23,2493.40833
"814",1986-03-24,2393.7272177
"815",1986-03-25,2310.3340457
"816",1986-03-26,2237.158905
"817",1986-03-27,2169.378052
"818",1986-03-28,2106.6720202
"819",1986-03-29,2044.3107607
"820",1986-03-30,1984.2098997
"821",1986-03-31,1927.4064484
"822",1986-04-01,1869.854271
"823",1986-04-02,1814.2498401
"824",1986-04-03,1762.8691482
"825",1986-04-04,1711.6078493
"826",1986-04-05,1662.4380875
"827",1986-04-06,1616.9689106
"828",1986-04-07,1575.7731474
"829",1986-04-08,1527.6848067
"830",1986-04-09,1487.4337845
"831",1986-04-10,1451.8856656
"832",1986-04-11,1410.475716
"833",1986-04-12,1368.5207902
"834",1986-04-13,1328.5637208
"835",1986-04-14,1290.0356903
"836",1986-04-15,1254.9139937
"837",1986-04-16,1229.4133644
"838",1986-04-17,1200.0825579
"839",1986-04-18,1165.9082608
"840",1986-04-19,1131.1199916
"841",1986-04-20,1097.7020112
"842",1986-04-21,1120.6793555
"843",1986-04-22,1121.4143297
