"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",498,91,174,215,213,323,365,308,215,159,107,107,93,660,711,863,696,505,398,263,269,416,317,408,493,18,70,18,90.3,18.3,93.8,22.2,123,39.6,184,33.7,2002,29,80,292,1460,4400,76,239,427,1260,1290,1960,2170,2420,1460,894,791,495,456,376,22300,5910,18300,4450,10900,2970,3080,1180,1640,865,136.366575342466
"Model",514,66.6,83.6,167,252,452,443,323,203,136,83,63.1,48.9,652,830,1100,790,504,404,200,204,412,312,350,437,0.248,30.9,0.576,32.6,1.34,36.6,4.49,55.5,22.5,100,7.03,2002,8.57,32.5,268,1590,4610,32.6,267,237,872,1450,1890,1660,3320,2120,744,376,278,208,194,36500,7810,20900,5060,12500,2880,3650,1450,2150,1020,97.4455408502979
"Pct. Error",-3.21,26.8,52,22.3,-18.3,-39.9,-21.4,-4.87,5.58,14.5,22.4,41,47.4,1.21,-16.7,-27.5,-13.5,0.198,-1.51,24,24.2,0.962,1.58,14.2,11.4,98.6,55.9,96.8,63.9,92.7,61,79.8,54.9,43.2,45.7,79.1,0,70.4,59.4,8.22,-8.9,-4.77,57.1,-11.7,44.5,30.8,-12.4,3.57,23.5,-37.2,-45.2,16.8,52.5,43.8,54.4,48.4,-63.7,-32.1,-14.2,-13.7,-14.7,3.03,-18.5,-22.9,-31.1,-17.9,28.5
