"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",4.12
"Min. 3 Day Min",2.86e-15
"Med. 3 Day Min",4.7
"Min. 7 Day Min",-1.13e-13
"Med. 7 Day Min",5.75
"Min. 30 Day Min",1.79
"Med. 30 Day Min",8.78
"Min. 90 Day Min",7.35
"Med. 90 Day Min",32.2
"7Q10",0.00412
"Year of 90-Day Low Flow",2002
"Drought Year Mean",80.1987566287224
"Mean Baseflow",78.5
