"","USGS Gage","Model","Pct. Error"
"Min. 1 Day Min",16.3,0,100
"Med. 1 Day Min",50,38.6,22.8
"Min. 3 Day Min",16.8,0.867,94.8
"Med. 3 Day Min",51.7,41.1,20.5
"Min. 7 Day Min",18.5,4.63,75
"Med. 7 Day Min",55.6,43.1,22.5
"Min. 30 Day Min",33.8,13.5,60.1
"Med. 30 Day Min",66.8,63.3,5.24
"Min. 90 Day Min",50.2,25,50.2
"Med. 90 Day Min",111,114,-2.7
"7Q10",33.9,10.7,68.4
"Year of 90-Day Low Flow",2002,2002,0
"Drought Year Mean",109.661095890411,67.4878030228968,38.5
"Mean Baseflow",184,210,-14.1
