"","Model"
"Overall Mean Flow",1600
"Jan. Mean Flow",2000
"Feb. Mean Flow",2390
"Mar. Mean Flow",2890
"Apr. Mean Flow",2390
"May Mean Flow",1650
"Jun. Mean Flow",1400
"Jul. Mean Flow",884
"Aug. Mean Flow",775
"Sep. Mean Flow",1270
"Oct. Mean Flow",950
"Nov. Mean Flow",1230
"Dec. Mean Flow",1390
