"","Model"
"Overall Mean Flow",4630
"Jan. Mean Flow",5350
"Feb. Mean Flow",6410
"Mar. Mean Flow",7140
"Apr. Mean Flow",5710
"May Mean Flow",4110
"Jun. Mean Flow",4500
"Jul. Mean Flow",4570
"Aug. Mean Flow",3880
"Sep. Mean Flow",3220
"Oct. Mean Flow",3270
"Nov. Mean Flow",3490
"Dec. Mean Flow",4020
