"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",117,14,14,18,21.5,34,54.2,37,25.3,14,14,14,14,162,165,252,186,179,87.9,40.1,33.4,46.2,36.1,96.3,124,1.7,13,1.8,13,1.91,13.3,2.49,14,5.64,21.7,5.49,1999,7.51,12,43.1,437,1100,13,38.3,18,352,784,705,475,941,467,705,207,124,29,20,4890,2240,2590,1310,1410,823,680,396,404,236,47.8534246575342
"Model",123,20.8,28.7,54.8,50.5,52,89.3,61.3,38.4,17.2,15.8,15.7,15.2,152,176,249,176,141,82.5,51.8,56.4,79,63.6,131,119,14.1,14.1,14.1,14.1,14.1,14.2,14.1,19.2,18,39.9,14.2,1999,14.1,14.4,71,432,598,14.1,61.1,127,279,293,358,404,457,382,383,190,154,95.6,187,7480,618,3790,590,2170,533,724,342,428,232,85.1563856707241
"Pct. Error",5.13,48.6,105,204,135,52.9,64.8,65.7,51.8,22.9,12.9,12.1,8.57,-6.17,6.67,-1.19,-5.38,-21.2,-6.14,29.2,68.9,71,76.2,36,-4.03,729,8.46,683,8.46,638,6.77,466,37.1,219,83.9,159,0,87.7,20,64.7,-1.14,-45.6,8.46,59.5,606,-20.7,-62.6,-49.2,-14.9,-51.4,-18.2,-45.7,-8.21,24.2,230,835,53,-72.4,46.3,-55,53.9,-35.2,6.47,-13.6,5.94,-1.69,78
